,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ホクセツサンデー,牡9,56,永森大智,1:33.4,,1.6,1.0,504(+6),[地] 雑賀正光
1,2,3,3,コラソンロコ,牝7,54,中西達也,1:33.5,1/2,9.8,4.0,482(+5),[地] 工藤真司
2,3,2,2,アロマー,牝7,54,赤岡修次,1:33.8,1.1/2,7.4,3.0,482(+4),[地] 工藤真司
3,4,8,9,ロイヤルジレンマ,牡4,56,倉兼育康,1:33.9,1/2,4.1,2.0,477(+3),[地] 松木啓助
4,5,6,6,エリモアラルマ,牡11,56,西川敏弘,1:33.9,ハナ,18.6,6.0,513(+6),[地] 国沢輝幸
5,6,7,7,サクラマニフィーク,牡9,56,上田将司,1:34.2,1.1/2,14.6,5.0,550(-3),[地] 国沢輝幸
6,7,4,4,シアーブリス,牡9,56,三村展久,1:34.8,3,54.4,7.0,489(-1),[地] 松木啓助
7,8,8,10,シンビオシス,セ10,56,妹尾浩一,1:34.9,1/2,108.2,9.0,484(-2),[地] 川野勇馬
8,9,1,1,ケイアイアラシ,セ7,56,西森将司,1:35.8,4,73.4,8.0,520(+3),[地] 東原己俊
9,取,7,8,カミノネガイ,牡9,53,中越琉世,,,---,,計不,[地] 国沢輝幸
