,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,3,スマイルジャック,牡3,56,小牧太,1:48.9,,14.1,6,470(-10),[東] 小桧山悟
1,2,6,11,フローテーション,牡3,56,横山典弘,1:48.9,クビ,37.3,11,488(-10),[西] 橋口弘次
2,3,5,10,ショウナンアルバ,牡3,56,蛯名正義,1:49.1,1.1/2,3.2,1,482(+2),[東] 二ノ宮敬
3,4,7,13,アサクサダンディ,牡3,56,吉田豊,1:49.2,クビ,10.8,5,476(-8),[東] 戸田博文
4,5,4,7,アルカザン,牡3,56,池添謙一,1:49.2,クビ,16.2,7,490(-8),[西] 昆貢
5,6,6,12,ドリームシグナル,牡3,56,吉田隼人,1:49.3,クビ,8.5,3,460(-6),[西] 西園正都
6,7,4,8,レインボーペガサス,牡3,56,内田博幸,1:49.4,1/2,9.4,4,486(-4),[西] 鮫島一歩
7,8,3,5,アポロドルチェ,牡3,56,勝浦正樹,1:49.4,クビ,55.1,12,462(0),[東] 堀井雅広
8,9,7,14,レッツゴーキリシマ,牡3,56,幸英明,1:49.4,アタマ,17.6,8,462(-6),[西] 梅田康雄
9,10,3,6,シンワラヴ,牡3,56,後藤浩輝,1:49.5,クビ,99.2,15,490(0),[東] 田村康仁
10,11,8,15,ベンチャーナイン,牡3,56,今野忠成,1:49.6,3/4,57.1,13,484(-2),[東] 小桧山悟
11,12,1,2,サダムイダテン,牡3,56,安藤勝己,1:49.7,1/2,3.7,2,468(+2),[西] 中村均
12,13,1,1,ウォーボネット,牡3,56,村田一誠,1:49.7,クビ,213.7,16,456(-6),[東] 杉浦宏昭
13,14,8,16,ダイワワイルドボア,牡3,56,北村宏司,1:49.9,1.1/4,90.2,14,524(+4),[東] 上原博之
14,15,2,4,アイティトップ,牡3,56,丹内祐次,1:50.0,クビ,20.6,9,482(-8),[東] 矢野照正
15,16,5,9,オーロマイスター,牡3,56,田中勝春,1:50.2,1,31.6,10,494(0),[東] 大久保洋
