,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ニシケンモノノフ,牡2,55,阪野学,1:11.5,,2.3,2,492(0),[地] 原孝明
1,2,5,5,サーモピレー,牡2,55,佐々木国,1:11.8,1.1/2,1.6,1,518(+4),[地] 広森久雄
2,3,2,2,ヒワノスーパー,牡2,55,宮崎光行,1:12.4,3,23.4,5,470(+12),[地] 松本隆宏
3,4,3,3,ライブリーソウル,牡2,55,五十嵐冬,1:12.7,1.1/2,18.1,4,458(+2),[地] 小野望
4,5,4,4,アンリエット,牝2,54,馬渕繁治,1:13.0,1.1/2,136.2,11,432(-4),[地] 田部和則
5,6,7,9,ドントコイ,牡2,55,服部茂史,1:13.1,1/2,34.1,6,492(+10),[地] 角川秀樹
6,7,7,8,ヤマノミラクル,牡2,55,松井伸也,1:13.2,1/2,12.3,3,456(+4),[地] 松本隆宏
7,8,8,11,リュウノワン,牡2,55,岩橋勇二,1:13.2,アタマ,70.2,8,466(-4),[地] 桑原義光
8,9,6,7,エイシンオーガスタ,牝2,54,伊藤千尋,1:13.2,ハナ,101.9,10,454(-4),[地] 田中正二
9,10,6,6,ワイルドサプライズ,牡2,55,小国博行,1:13.3,クビ,69.5,7,460(+2),[地] 堂山芳則
10,11,8,10,イエローブラッド,牡2,55,井上俊彦,1:14.5,6,76.0,9,446(+2),[地] 村上正和
