,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,マルモリロイヤル,牡4,55,瀧川寿希,1:11.9,,7.2,4,464(-2),[地] 田辺陽一
1,2,4,6,マスターエクレール,牝6,55,本田正重,1:12.1,1.1/4,2.9,1,517(0),[地] 川島正一
2,3,5,7,ミヤジシェンロン,牡8,57,森泰斗,1:12.3,1.1/4,4.4,2,452(+1),[地] 三坂盛雄
3,4,8,13,ツルオカボルト,牡4,55,楢崎功祐,1:12.3,クビ,6.8,3,520(0),[地] 久保與造
4,5,1,1,マイネルバルビゾン,牡6,55,坂井英光,1:12.8,2.1/2,11.0,5,482(-2),[地] 佐野謙二
5,5,3,4,プリンセスバリュー,牝5,55,笹川翼,1:12.8,同着,12.5,6,449(+8),[地] 村上頼章
6,7,2,2,トーセンヤッテキタ,牡8,57,張田昂,1:13.0,1.1/4,78.0,12,523(+3),[地] 小久保智
7,8,5,8,バーンザワールド,牡4,55,繁田健一,1:13.1,1/2,16.3,7,459(-3),[地] 加藤誠一
8,9,4,5,ヴィルマール,牡9,55,真島大輔,1:13.3,3/4,20.4,9,509(+3),[地] 藤田輝信
9,10,7,11,トーセントレジャー,牡7,57,左海誠二,1:13.3,ハナ,50.4,11,505(-2),[地] 小久保智
10,11,6,10,アールルイス,牡7,55,石崎駿,1:13.3,アタマ,45.3,10,483(+1),[地] 宇野木博
11,12,6,9,スマートルシファー,牡7,55,早田秀治,1:14.9,8,241.9,14,493(-5),[地] 岡野尚光
12,13,8,14,アイノデンドウシ,牡4,55,石川駿介,1:14.9,アタマ,187.3,13,410(-6),[地] 立花伸
13,14,7,12,スーパースター,牝4,53,的場文男,1:16.3,7,17.1,8,446(+2),[地] 内田勝義
