,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,ホッコータルマエ,牡4,57,幸英明,1:37.8,,2.4,2,489(-9),[西] 西浦勝一
1,2,1,1,エスポワールシチー,牡8,57,浜中俊,1:38.1,1.1/2,4.1,3,511(+7),[西] 安達昭夫
2,3,7,9,ローマンレジェンド,牡5,57,岩田康誠,1:38.3,1,2.0,1,501(+4),[西] 藤原英昭
3,4,3,3,テスタマッタ,牡7,57,戸崎圭太,1:38.3,アタマ,11.4,4,504(0),[西] 村山明
4,5,4,4,セイクリムズン,牡7,57,内田博幸,1:39.1,4,13.6,5,513(-3),[西] 服部利之
5,6,6,6,ナイキマドリード,牡7,57,川島正太,1:40.0,5,318.7,8,484(0),[地] 川島正行
6,7,8,10,アイディンパワー,牡7,57,石崎駿,1:40.3,1.1/2,454.1,9,507(-3),[地] 佐藤賢二
7,8,8,11,エナージバイオ,牡8,57,坂井英光,1:40.9,3,464.8,10,479(+7),[地] 山崎尋美
8,9,7,8,トーセンアドミラル,牡6,57,御神本訓,1:41.2,1.1/2,182.1,7,530(-3),[地] 川島正行
9,10,2,2,トップフィーリング,牡9,57,松戸政也,1:41.6,2,468.5,11,538(-15),[地] 赤間亨
10,11,5,5,ピエールタイガー,牡5,57,真島大輔,1:41.6,アタマ,124.9,6,508(+10),[地] 荒山勝徳
