,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,マヤノオスカー,牡5,53,松戸政也,1:36.4,,---,1,461(-9),[地] 田嶋弘幸
1,2,1,1,マスターオブライフ,牝6,53,松下裕樹,1:38.1,8,---,2,507(+1),[地] 加藤和宏
2,3,2,2,エーワンホース,牡5,54,青柳正義,1:39.1,5,---,3,484(+1),[地] 鈴木正也
3,4,4,4,キンセイバンバン,牡5,55,米倉知,1:39.2,1/2,---,4,519(-4),[地] 鈴木正也
4,5,3,3,パッションサイト,牡6,55,藤田弘治,1:39.2,アタマ,---,10,477(-5),[地] 奥高平
5,6,7,7,ソロトリップ,牝6,53,端勝成,1:39.6,2,---,8,438(-1),[地] 奥十一
6,7,6,6,シュナイディー,牝8,53,畑中信司,1:39.9,1.1/2,---,7,458(0),[地] 寺田茂
7,8,8,10,ワイティクィーン,牝6,52,鈴木太一,1:40.1,1,---,8,447(-4),[地] 青山義明
8,9,5,5,ミナミノシェリフ,牡7,55,加藤和義,1:40.5,2,---,6,444(+1),[地] 吉井一良
9,10,8,9,イタリアンスキー,牝5,53,吉原寛人,1:41.3,4,---,5,474(-5),[地] 奥高平
