,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ケイジータイタン,セ5,56,坂口裕一,1:41.4,,1.4,1,539(+5),[地] 村上昌幸
1,2,8,10,モズ,牡8,56,高橋悠里,1:42.0,4,3.9,2,507(+3),[地] 佐藤祐司
2,3,8,9,カリスマアキラ,牡6,56,阿部英俊,1:42.8,5,16.7,4,493(+2),[地] 村上昌幸
3,4,6,6,アカリロンドン,牡4,56,南郷家全,1:43.8,6,33.0,8,481(+19),[地] 板垣吉則
4,5,5,5,コスモカパルア,牝4,54,斉藤雄一,1:44.0,3/4,71.2,10,466(-3),[地] 小西重征
5,6,2,2,スーブルソー,セ8,56,高松亮,1:44.0,クビ,10.1,3,491(-7),[地] 板垣吉則
6,7,7,7,ダノンボルケーノ,牡8,56,関本淳,1:44.1,クビ,31.6,6,490(+6),[地] 菅原勲
7,8,7,8,ヒラボクビクトリー,牡7,56,村上忍,1:44.2,3/4,26.9,5,473(+5),[地] 村上実
8,9,4,4,ソールデスタン,牡8,56,山本政聡,1:44.5,1.1/2,57.7,9,475(+4),[地] 畠山信一
9,10,3,3,イグゼキュティヴ,牡9,56,山本聡哉,1:45.3,5,32.1,7,539(+13),[地] 佐藤浩一
