,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ヒカリオーソ,牡6,56,倉兼育康,1:23.3,,1.2,1,478(-16),[地] 別府真司
1,2,8,11,グランミューク,牡6,56,永森大智,1:24.0,3,3.5,2,482(-12),[地] 雑賀正光
2,3,2,2,サンペンサコーラ,牡4,56,多田羅誠,1:24.5,2.1/2,22.8,4,460(-19),[地] 宮路洋一
3,4,6,7,リヴァージュ,牝5,54,岡村卓弥,1:25.4,4,48.3,5,506(+7),[地] 胡本友晴
4,5,4,4,ウインメイキット,牡4,56,西森将司,1:25.6,1,14.4,3,489(-4),[地] 別府真司
5,6,1,1,キモンリッチ,牡6,56,石本純也,1:26.0,2,52.9,6,459(-1),[地] 平和人
6,7,8,10,ナミノハナ,牝6,54,山崎雅由,1:27.1,5,280.6,10,447(-4),[地] 平和人
7,8,3,3,ウッチャリ,牡13,56,木村直輝,1:27.1,クビ,262.6,9,437(+3),[地] 宗石大
8,9,7,9,ビーザライト,牡8,56,郷間勇太,1:27.3,1,69.5,7,515(-1),[地] 田中譲二
9,10,7,8,メイショウサソリザ,牝5,54,大澤誠志,1:27.8,2.1/2,311.6,11,408(+3),[地] 宗石大
10,11,6,6,アラメア,牝4,51,濱尚美,1:27.9,クビ,109.7,8,439(0),[地] 那俄性哲
