,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ミチノギャング,牡5,57,達城龍次,1:11.3,,6.0,4,480(0),[地] 納谷和玖
1,2,8,13,デターミネーション,牡6,57,御神本訓,1:11.7,2,3.8,1,476(-4),[地] 藤田輝信
2,3,5,7,バーンフライ,牡7,57,本田正重,1:11.9,1.1/4,9.8,5,510(+5),[地] 坂井英光
3,4,4,5,ロイヤルペガサス,牡5,57,和田譲治,1:12.1,1,4.2,3,534(+2),[地] 宗形竹見
4,5,6,9,ライバーバード,牡8,57,森泰斗,1:12.1,アタマ,26.5,8,502(0),[地] 渡辺和雄
5,6,1,1,シャインヴィットゥ,牡8,57,的場文男,1:12.1,ハナ,12.2,6,502(0),[地] 橋本和馬
6,7,7,11,ヌーディーカラー,牡7,57,張田昂,1:12.4,1.1/2,34.5,9,474(+5),[地] 米田英世
7,8,2,2,ステムパートナー,牡7,57,岡村健司,1:12.5,1/2,84.4,11,480(-3),[地] 佐宗応和
8,9,5,6,カミノコ,牡7,57,矢野貴之,1:12.8,1.3/4,64.4,10,490(0),[地] 高橋清顕
9,10,7,10,ロイヤルサーティン,牡7,55,町田直希,1:12.9,1/2,108.4,13,485(0),[地] 三坂盛雄
10,11,6,8,プロヴィデンス,牡5,57,真島大輔,1:13.1,1,19.1,7,512(+9),[地] 朝倉実
11,12,8,12,ロイヤルビクトリー,牝6,53,安藤洋一,1:13.6,2.1/2,104.1,12,464(+1),[地] 三坂盛雄
12,中,4,4,アドバイザー,牡7,57,笹川翼,,,4.0,2,536(+3),[地] 福田真広
