,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,フォルベルス,牡4,57,石崎駿,1:28.1,,15.2,7,497(+7),[地] 市村誠
1,2,8,16,マムティキング,牡4,57,本田正重,1:28.1,クビ,11.5,4,461(+1),[地] 荒井朋弘
2,3,5,9,ゴーマイウェイ,牡4,55,的場文男,1:28.4,1.1/2,12.9,6,518(-3),[地] 香取和孝
3,4,8,15,イイコトズクシ,牡5,57,楢崎功祐,1:28.5,1/2,99.0,14,495(+5),[地] 小野寺晋
4,5,7,13,グランデミノル,牝5,55,吉原寛人,1:28.7,1,26.4,9,500(-1),[地] 佐宗応和
5,6,1,2,ライクアロケット,セ5,57,張田昂,1:28.7,クビ,2.5,1,455(+5),[地] 張田京
6,7,2,3,レイディルアレナ,牡8,55,森泰斗,1:28.9,3/4,11.9,5,514(-2),[地] 荒山勝徳
7,7,6,11,リセット,牡6,55,繁田健一,1:28.9,同着,34.8,10,469(0),[地] 福永敏
8,9,7,14,テラザトゥモロー,牡6,57,真島大輔,1:29.0,1/2,4.5,2,511(-1),[地] 荒山勝徳
9,10,5,10,サンドプラチナ,牡7,56,櫻井光輔,1:29.0,ハナ,97.2,13,517(+4),[地] 市村誠
10,11,1,1,トミケンジョメルト,牡5,57,矢野貴之,1:29.3,1.3/4,77.5,11,488(+2),[地] 阪本一栄
11,12,2,4,レガロデルソル,牝5,55,西啓太,1:29.3,クビ,6.4,3,507(-2),[地] 橋本和馬
12,13,4,7,シビックヴァーゴ,牡4,57,笹川翼,1:29.3,ハナ,18.8,8,459(0),[地] 米田英世
13,14,3,5,デブリン,牡8,57,保園翔也,1:29.7,2,327.6,16,532(0),[地] 堀千亜樹
14,15,4,8,エターナルモール,牝5,53,山本聡哉,1:30.1,2,121.2,15,512(-1),[地] 宗形竹見
15,16,3,6,デルマキセキ,牝5,54,藤田凌,1:30.4,1.3/4,89.5,12,488(+6),[地] 荒山勝徳
