,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,アウスレーゼ,牝4,53,戸崎圭太,1:41.6,,---,8,448(-3),[地] 阪本一栄
1,2,5,7,ケイアイバトル,牡4,55,内田博幸,1:41.8,1,---,2,487(-1),[地] 久保田信
2,3,2,2,ダイワリビエラ,牡6,55,宗形竹見,1:42.0,1,---,6,494(0),[地] 佐藤寿
3,4,1,1,アスリートフェア,牡4,55,安藤光彰,1:42.0,クビ,---,4,469(-6),[地] 宮本康
4,5,7,11,ウエノマルオキャン,牝5,53,早田秀治,1:42.1,クビ,---,7,502(+1),[地] 井上弘之
5,6,8,12,ガンバルツヨシ,牡5,55,納谷和玖,1:42.5,2,---,5,484(+1),[地] 宮浦正行
6,7,4,4,アオイダイモン,牡7,55,酒井忍,1:42.5,ハナ,---,10,478(-2),[地] 太田進
7,8,8,13,ワイルドフレイバー,牡5,55,市村誠,1:42.6,クビ,---,1,480(+4),[地] 月岡健二
8,9,4,5,エクシードリミット,牡5,55,森下博,1:42.9,1.1/2,---,9,462(-9),[地] 村上頼章
9,10,6,9,アイアドベンチャー,牡7,55,張田京,1:44.0,5,---,12,506(+1),[地] 山田秀太
10,11,6,8,オールザコスモ,牝4,53,的場文男,1:44.0,アタマ,---,3,484(0),[地] 田中康弘
11,12,7,10,オルデナーダ,牝4,53,柏木健宏,1:44.0,ハナ,---,11,447(-4),[地] 松本勉
12,取,5,6,ハイフレンドトーレ,牝7,53,山田信大,,,---,0,計不,[地] 栗田泰昌
