,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,8,ローズジュレップ,牡3,57,吉原寛人,1:41.9,,1.4,1.0,488(-9),[地] 小久保智
1,2,4,5,セイジーニアス,牡3,55,本田正重,1:43.4,7,85.4,12.0,470(+3),[地] 八木正喜
2,3,5,7,ラッキーモンキー,牡3,55,楢崎功祐,1:43.8,2,56.3,10.0,479(-4),[地] 鷹見浩
3,4,3,4,キャッスルクラウン,牡3,55,中野省吾,1:43.8,クビ,49.2,9.0,452(+2),[地] 渋谷信博
4,5,3,3,バンドオンザラン,牡3,55,赤岡修次,1:44.0,1,12.1,3.0,509(+2),[地] 内田勝義
5,6,1,1,マルボルクシチー,牡3,55,山口達弥,1:44.5,2.1/2,98.7,13.0,444(-11),[地] 林正人
6,7,2,2,クラールハーモニー,牡3,55,笹川翼,1:44.8,1.1/2,56.9,11.0,422(+6),[地] 高月賢一
7,8,6,9,サヴァアルジャン,牡3,55,町田直希,1:45.3,2.1/2,26.6,7.0,450(0),[地] 藪口一麻
8,9,8,13,サイバーエレキング,牡3,55,今野忠成,1:45.6,1.1/2,18.0,5.0,464(-4),[地] 佐々木洋
9,10,7,11,ブルーマネー,牡3,55,山崎誠士,1:45.6,クビ,5.3,2.0,478(-5),[地] 林隆之
10,11,7,12,マルヒロナッツオー,牡3,55,繁田健一,1:46.2,3,18.1,6.0,511(+6),[地] 林正人
11,12,4,6,ナルカミ,牡3,55,石崎駿,1:46.3,クビ,17.4,4.0,472(-13),[地] 小久保智
12,13,8,14,セイファルコン,牡3,55,矢野貴之,1:46.7,2,35.3,8.0,497(+7),[地] 的場直之
13,取,6,10,パッショノン,牡3,55,瀧川寿希,,,---,,計不,[地] 久保與造
