,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,セイリュウザクラ,牡6,56,戸崎圭太,1:31.8,,2.0,2,518(0),[地] 野口孝
1,2,6,6,プルートー,牡6,56,石崎隆之,1:31.9,3/4,1.9,1,469(-1),[地] 小林真治
2,3,2,2,ジャストポジション,牡5,56,山崎誠士,1:33.2,7,7.1,3,462(-3),[地] 小嶋一郎
3,4,1,1,ファルファリーナ,牝5,54,橋本直哉,1:34.3,6,48.8,6,430(-2),[地] 冨田敏男
4,5,5,5,タカラコガネ,牝4,54,半沢慶実,1:34.6,1.1/2,64.7,8,453(-6),[地] 宇野木数
5,6,8,10,ナリタサジタリウス,牡4,56,加藤和博,1:35.0,2,50.0,7,462(+7),[地] 川島豊
6,7,3,3,コレデショウブ,牡5,56,小林拓未,1:35.0,アタマ,32.6,5,491(+1),[地] 横山保
7,8,8,9,コスモパスキー,牝4,54,岡田大,1:35.2,1,19.8,4,460(-6),[地] 藪口一麻
8,9,4,4,キュベレイ,牝8,54,秋元耕成,1:35.6,2,84.2,9,472(+1),[地] 柘榴浩樹
9,10,7,8,ミチノクボールド,牡4,56,高橋哲也,1:36.5,5,142.9,10,505(+2),[地] 鹿沼良和
