,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,ダージーパラダイス,牡7,57,真島大輔,1:36.6,,4.1,2.0,496(-2),[地] 椎名広明
1,2,7,10,セルリアンサーロス,牡7,57,瀧川寿希,1:36.9,1.1/2,4.2,3.0,526(+3),[地] 新井清重
2,3,2,2,マヤノオラティオ,牝3,53,笹川翼,1:36.9,クビ,5.9,4.0,467(-1),[地] 佐々木功
3,4,6,8,エイシンニトロ,牡4,55,森泰斗,1:37.1,1,4.0,1.0,502(-6),[地] 斉藤敏
4,5,6,7,ブラゾン,牡7,55,中野省吾,1:37.8,4,14.6,6.0,486(-2),[地] 柘榴浩樹
5,6,1,1,ファビン,牝6,55,吉原寛人,1:37.9,1/2,16.3,7.0,465(+2),[地] 水野貴史
6,7,5,5,ヌオヴォチメント,牡5,57,柏木健宏,1:38.1,1,44.7,10.0,487(-3),[地] 山田信大
7,8,8,12,イデアシュリュー,牝8,53,岡田大,1:38.2,1/2,24.3,8.0,443(+2),[地] 本間光雄
8,9,4,4,ワインシャワー,牡5,55,和田譲治,1:38.4,1,44.5,9.0,492(+2),[地] 小沢宏次
9,10,8,11,プレジャーリーフ,牝6,55,御神本訓,1:38.8,2,7.6,5.0,437(+6),[地] 山越光
10,11,7,9,メジャープレゼンス,セ7,55,秋元耕成,1:39.4,3,92.4,11.0,526(-8),[地] 柘榴浩樹
11,取,3,3,サクラエルカミーノ,牡6,57,矢野貴之,,,---,,計不,[地] 山浦武
