,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,サイモンロード,セ7,54,丸野勝虎,1:27.0,,2.7,1,507(-11),[地] 角田輝也
1,2,5,5,スズカランクス,牡8,53,戸部尚実,1:27.1,1/2,3.2,2,503(-5),[地] 川西毅
2,3,6,7,メモリージルバ,牡6,54,藤原良一,1:27.7,3,11.7,5,472(-1),[地] 塚田隆男
3,4,8,10,ノゾミカイソク,牡6,54,大畑雅章,1:28.4,3,3.8,3,478(-1),[地] 錦見勇夫
4,5,3,3,ラヴァリーオステル,牡7,53,木之前葵,1:28.4,アタマ,56.3,8,507(-2),[地] 錦見勇夫
5,6,6,6,エーシンフルハウス,牝6,53,村上弘樹,1:28.6,1,18.9,6,486(+3),[地] 瀬戸口悟
6,7,8,11,ブレーヴスキー,牝7,53,阪野学,1:28.6,クビ,85.0,9,446(0),[地] 今津博之
7,8,4,4,ウエストハーバー,牡7,54,安部幸夫,1:29.6,5,38.5,7,551(-1),[地] 原口次夫
8,9,7,8,ディアアゲイン,牡10,54,東川公則,1:29.6,アタマ,92.7,10,474(+1),[地] 柳江仁
9,10,7,9,ラヴィドール,牡7,53,岡部誠,1:30.5,4,9.4,4,493(-1),[地] 宮本仁
10,11,2,2,キングバンブー,牡9,54,持原大志,1:31.7,6,190.5,11,507(+6),[地] 成田明
