,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,サンライズハイアー,牡4,56,鴨宮祥行,1:30.5,,1.9,1,478(+1),[地] 柏原誠路
1,2,8,9,フセノラン,牝5,54,下原理,1:31.3,5,5.8,4,471(+4),[地] 盛本信春
2,3,5,5,クールフォール,牝5,54,永井孝典,1:31.6,2,4.7,3,495(+3),[地] 田村彰啓
3,4,8,10,アフターミー,牡7,57,田野豊三,1:31.8,1,4.2,2,452(+2),[地] 土屋洋之
4,5,6,6,マイネルネッツ,牡8,56,松木大地,1:31.9,1/2,26.9,6,490(-3),[地] 南弘樹
5,6,7,8,チェリーベアハート,牡9,56,川原正一,1:31.9,アタマ,85.5,8,536(+5),[地] 住吉朝男
6,7,2,2,オースミヌーベル,牡4,56,杉浦健太,1:32.1,1,42.4,7,468(-3),[地] 新井隆太
7,8,1,1,キタノカミカゼ,牡7,55,石堂響,1:32.5,2.1/2,26.9,5,466(-4),[地] 大塚信次
8,9,3,3,アオスタ,セ6,56,松本幸祐,1:33.2,4,114.4,9,486(-10),[地] 三宅直之
9,10,4,4,メジャーアスリート,牡11,56,高畑皓一,1:35.0,大,228.9,10,506(-2),[地] 山口浩幸
