,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,3,セルリアングルーヴ,牡3,54,村本善之,1:54.3,,28.9,10,440(-12),[西] 小島貞博
1,2,3,4,メイショウジンライ,牡4,57,幸英明,1:54.3,ハナ,5.4,3,534(0),[西] 高橋成忠
2,3,4,7,ウッドカッター,セ4,57,和田竜二,1:54.3,ハナ,7.6,4,476(0),[西] 石坂正
3,4,8,15,トーセンハミング,牡4,57,横山典弘,1:54.9,3.1/2,3.6,1,466(-12),[西] 大久保龍
4,5,3,5,コウユーゴーゴール,牡3,54,武豊,1:55.2,2,9.8,6,498(0),[西] 領家政蔵
5,6,1,1,ケージーチカラ,牡3,54,熊沢重文,1:55.4,1.1/2,9.0,5,488(-2),[西] 梅内忍
6,7,2,2,ジョーロングラン,牝3,52,山田和広,1:55.7,1.3/4,14.7,7,466(-6),[西] 坪正直
7,8,5,9,ナリタホーク,牡5,57,野元昭嘉,1:55.7,クビ,204.8,14,478(-2),[西] 小野幸治
8,9,6,10,ジョーアビリティ,牡5,57,角田晃一,1:56.5,5,22.8,8,526(-4),[西] 渡辺栄
9,10,7,12,シルクダンシング,牝4,52,生野賢一,1:56.6,3/4,26.4,9,458(+4),[西] 音無秀孝
10,11,5,8,ピサノラン,牝3,52,池添謙一,1:56.8,1.1/4,109.8,12,440(-10),[西] 大久保正
11,12,7,13,グランプリゴールド,牡3,54,福永祐一,1:56.9,クビ,4.4,2,454(+8),[西] 北橋修二
12,13,4,6,アンクルオネスト,牡4,57,白坂聡,1:57.2,1.3/4,301.6,15,474(+2),[西] 田島良保
13,14,6,11,ロングクリムゾン,牝5,55,四位洋文,1:57.6,2.1/2,40.1,11,440(-2),[西] 佐山優
14,15,8,14,ファンドリサード,牡3,54,安藤勝己,1:57.6,クビ,142.3,13,454(0),[西] 西園正都
