,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,サンライズヘリオス,牡4,56,友森翔太,1:33.1,,3.5,2,475(-3),[地] 栗本陽一
1,2,6,6,チュンチュンマル,牡4,53,及川烈,1:33.1,ハナ,7.9,5,423(+7),[地] 加藤幸保
2,3,8,9,パウンシングプーマ,牝4,54,藤原幹生,1:33.4,1.1/2,5.3,4,441(-2),[地] 加藤幸保
3,4,7,7,モモハイ,牝9,53,細川智史,1:33.6,1,138.1,9,454(-6),[地] 藤田正治
4,5,8,10,スイセー,牡6,55,東川慎,1:34.0,2,2.9,1,472(0),[地] 藤田正治
5,6,7,8,キタノイットウセイ,牡12,56,松本剛志,1:34.5,2.1/2,23.4,7,503(+2),[地] 栗本陽一
6,7,5,5,フレペ,牝5,54,森島貴之,1:34.6,1/2,55.8,8,423(-1),[地] 伊藤強一
7,8,1,1,マスカレード,牝4,54,大原浩司,1:34.8,3/4,22.1,6,422(-6),[地] 伊藤勝好
8,9,3,3,スプリングムーン,牝4,53,塚本征吾,1:35.2,2,5.0,3,426(+2),[地] 藤田正治
9,10,2,2,ラキリン,牝5,54,横井将人,1:37.2,大,207.9,10,389(+9),[地] 藤田正治
