,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,13,アキノカウンター,牡2,55,安藤勝己,1:35.1,,4.0,2,440(-6),[西] 中村均
1,2,6,11,タマモリバー,牡2,55,和田竜二,1:35.2,1/2,27.0,9,506(0),[西] 川村禎彦
2,3,5,10,ワールドロレックス,牡2,54,浜中俊,1:35.5,2,3.4,1,442(-6),[西] 坂口正大
3,4,4,7,トレジャーハント,牡2,55,藤岡佑介,1:35.6,1/2,9.0,5,526(+2),[西] 本田優
4,5,2,3,ナムラブレット,牡2,55,太宰啓介,1:35.9,2,78.5,11,452(-8),[西] 野村彰彦
5,6,1,2,サンライズスカイ,牡2,55,岩田康誠,1:35.9,アタマ,15.3,7,458(+4),[西] 石坂正
6,7,7,14,レジャイール,牡2,55,福永祐一,1:36.0,1/2,16.8,8,504(-2),[西] 沖芳夫
7,8,1,1,ミッキーリヒト,牡2,55,川田将雅,1:36.1,クビ,14.4,6,470(0),[西] 池江泰寿
8,9,8,15,アスカノヨアケ,牡2,55,幸英明,1:36.1,クビ,5.6,3,446(0),[西] 境直行
9,10,3,6,ダノンスピリット,牡2,55,佐藤哲三,1:36.4,2,59.5,10,436(-4),[西] 佐々木晶
10,11,6,12,バブルガムトパーズ,牡2,55,渡辺薫彦,1:36.5,1/2,420.1,16,488(-2),[西] 梅内忍
11,12,3,5,インファンシー,牝2,54,長谷川浩,1:36.6,1/2,92.2,12,434(-4),[西] 大根田裕
12,13,4,8,ショウナンアトム,牡2,53,田中健,1:36.7,クビ,254.5,14,462(+8),[西] 梅田智之
13,14,5,9,エルシッド,牡2,55,ペリエ,1:37.0,2,7.3,4,452(0),[西] 池江泰郎
14,15,2,4,シルクナトゥール,牡2,55,武英智,1:37.6,3.1/2,245.6,13,490(+2),[西] 山内研二
15,16,8,16,クリスタルドラゴン,牡2,55,小林徹弥,1:37.7,クビ,386.3,15,502(0),[西] 目野哲也
