,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ダンスママ,牝5,54,上田将司,1:46.2,,3.2,1,455(-4),[地] 田中譲二
1,2,2,2,トウカイバレット,牡4,56,宮川実,1:46.3,1/2,4.6,3,497(0),[地] 打越勇児
2,3,4,4,ケイアイサンダー,セ11,56,佐原秀泰,1:46.9,3,4.1,2,479(-2),[地] 宮路洋一
3,4,8,10,バーンバーンバーン,牡8,56,三村展久,1:48.2,6,8.6,5,492(+6),[地] 川野勇馬
4,5,1,1,クロクモ,セ7,54,松木大地,1:48.5,1.1/2,9.9,6,472(+2),[地] 雑賀正光
5,6,3,3,サイキョウアサカゼ,牡10,56,赤岡修次,1:49.4,4,6.0,4,450(+3),[地] 田中守
6,7,5,5,ハリマノワタリドリ,牡10,56,西森将司,1:50.3,4,64.5,9,487(+9),[地] 西山裕貴
7,8,7,8,マルヨバナーヌ,牝4,54,妹尾浩一,1:50.4,1/2,70.5,10,407(+1),[地] 川野勇馬
8,9,6,6,ピエールタイガー,牡8,56,西川敏弘,1:52.3,9,17.6,7,493(-5),[地] 雑賀正光
9,10,7,7,リリークライマー,牡5,55,別府真衣,1:57.0,大,50.5,8,508(+32),[地] 平和人
