,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,2,ハギノベルテンポ,牡4,57,横山典弘,1:36.5,,2.2,1,472(+4),[東] 和田正道
1,2,2,3,カオリノーブル,セ5,57,ボニヤ,1:36.8,1.3/4,6.8,3,496(-4),[東] 萱野浩二
2,3,8,15,ダブルブラザー,牡3,56,ペリエ,1:36.8,ハナ,8.8,4,458(+2),[東] 岩戸孝樹
3,4,8,16,アルドラゴン,牡3,56,勝浦正樹,1:37.1,2,5.9,2,494(+4),[西] 昆貢
4,5,3,6,エスユーガーデン,牡4,57,木幡初広,1:37.2,クビ,31.7,9,464(-2),[東] 鈴木勝美
5,6,2,4,クリアーザコースト,牡3,56,後藤浩輝,1:37.4,1,30.3,8,474(+4),[西] 角居勝彦
6,7,1,1,カフェフロリデアン,牡4,57,柴田善臣,1:37.5,3/4,20.3,7,534(+4),[東] 松山康久
7,8,6,11,ミラクルザヘッド,牡4,57,田中勝春,1:37.5,ハナ,46.5,10,442(-4),[西] 田中章博
8,9,4,7,タイキエニグマ,牡3,56,江田照男,1:37.8,1.3/4,12.9,6,494(+2),[東] 清水美波
9,10,5,10,センリツ,牡4,57,石神深一,1:37.8,クビ,56.9,12,474(+16),[東] 成宮明光
10,11,7,13,ウインレガート,牡5,57,蛯名正義,1:38.0,1.1/4,10.1,5,534(+4),[東] 宗像義忠
11,12,6,12,エビスイーグル,牡6,57,小牧太,1:38.0,アタマ,83.6,13,504(-1),[東] 加藤征弘
12,13,4,8,アマートベンハー,牡5,57,田中剛,1:38.2,1.1/4,90.0,14,494(-4),[東] 高橋裕
13,14,5,9,ショウナンマドンナ,牝4,55,吉田豊,1:38.6,2.1/2,153.4,15,430(-4),[東] 大久保洋
14,15,7,14,ヤマニンエアシップ,牡3,56,石橋脩,1:38.6,ハナ,50.1,11,498(0),[東] 清水利章
15,16,3,5,ジュリーマン,牡5,57,高山太郎,1:39.8,7,293.6,16,548(+8),[東] 佐藤全弘
