,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,クールドボーイ,牡4,56,坂井英光,1:31.9,,3.7,2,460(-9),[地] 石井勝男
1,2,6,8,タキシードカメン,牡4,56,水野貴史,1:32.3,2,6.3,3,443(0),[地] 酒井一則
2,3,6,7,ダンツファイト,牡4,56,橋本直哉,1:32.5,3/4,25.6,7,459(+2),[地] 岡田一男
3,4,7,9,ハニカミスマイル,牝5,54,加藤和博,1:32.5,アタマ,19.8,6,447(-6),[地] 川島豊
4,5,8,12,ライラハリケーン,牝6,54,内田利雄,1:32.7,3/4,69.9,9,475(+8),[地] 工藤伸輔
5,6,1,1,セイリュウザクラ,牡6,56,戸崎圭太,1:32.7,アタマ,1.8,1,518(-1),[地] 野口孝
6,7,5,5,レッドシャンデル,牝4,54,石崎駿,1:32.8,1/2,15.8,5,475(+5),[地] 小林真治
7,8,3,3,パピチャン,牝5,54,秋元耕成,1:33.0,1.1/2,178.1,11,528(-1),[地] 宇野木数
8,9,8,11,リバースゼロ,牡5,56,岡田大,1:33.1,クビ,31.2,8,471(-2),[地] 蓬田稔
9,10,7,10,スプリッツァー,牝7,54,森下博,1:33.2,1/2,158.4,10,483(-2),[地] 川村守男
10,11,5,6,ビッグゴーゴー,牝4,54,笠野雄大,1:34.0,4,7.6,4,475(-2),[地] 斉藤敏
11,12,4,4,ヒシポジション,牡6,56,山崎真,1:35.2,6,245.7,12,522(-1),[地] 柘榴浩樹
