,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ドゥフトライネン,牡2,56,繁田健一,1:56.0,,14.3,7,486(+1),[地] 嶋田幸晴
1,2,2,2,ハテンコウ,牡2,55,坂井英光,1:56.1,1/2,3.8,1,477(-4),[地] 佐野謙二
2,3,6,10,シラヤマヒメ,牝2,54,左海誠二,1:56.3,1,6.0,4,485(-5),[地] 鷹見浩
3,4,7,12,プレティオラス,牡2,55,服部茂史,1:56.3,アタマ,8.2,6,463(+8),[地] 森下淳平
4,5,5,8,カミノキセキ,牡2,56,中村尚平,1:56.8,2.1/2,6.5,5,473(+2),[地] 武智政明
5,6,7,11,キョウエイデューク,牡2,55,的場文男,1:56.8,クビ,19.3,9,467(+4),[地] 阪本一栄
6,7,6,9,アートサハラ,牡2,55,真島大輔,1:57.0,1.1/4,4.9,2,526(+1),[地] 荒山勝徳
7,8,8,14,ガトリング,牡2,56,戸崎圭太,1:57.1,クビ,5.7,3,499(+2),[地] 月岡健二
8,9,4,6,ネコチンチラ,牝2,54,Ａ．ムン,1:57.2,1/2,51.4,11,448(+4),[地] 寺田新太
9,10,4,5,ビービーアフェット,牝2,54,山田信大,1:57.5,1.1/2,15.8,8,495(+9),[地] 村上頼章
10,11,3,4,ブリッジシャトー,牡2,55,矢野貴之,1:57.6,1/2,122.0,12,427(+2),[地] 寺田新太
11,12,3,3,シャリーワン,牡2,55,山口竜一,1:57.7,1/2,38.0,10,525(+3),[地] 橋本和馬
12,13,5,7,ローレンカフェ,牡2,55,酒井忍,1:58.1,2,136.5,14,480(+2),[地] 市村誠
13,14,8,13,ローエンプリンセス,牝2,54,山崎誠士,2:00.5,大,127.9,13,418(+1),[地] 小野寺晋
