,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,メイショウパーシー,牡8,56,赤岡修次,1:24.3,,3.9,1,504(-4),[地] 打越勇児
1,2,7,9,コパデスコパ,牡4,56,西川敏弘,1:24.7,2,6.6,5,516(+7),[地] 田中守
2,3,2,2,チョウサンペガサス,セ11,56,嬉勝則,1:25.0,1.1/2,17.3,8,508(-3),[地] 那俄性哲
3,4,3,3,ストリートハンター,牡8,55,松木大地,1:25.2,3/4,95.4,12,510(+1),[地] 松木啓助
4,5,7,10,トッケンドーナ,牡4,56,中西達也,1:25.3,クビ,67.5,11,470(-4),[地] 炭田健二
5,6,6,7,メイショウナガヨリ,牡5,55,別府真衣,1:25.5,1,12.4,6,458(-3),[地] 川野勇馬
6,7,6,8,セイマイスター,牡5,56,宮川実,1:25.8,1.1/2,5.4,3,529(0),[地] 打越勇児
7,8,5,6,キッズアベリア,牝6,54,中田貴士,1:26.1,1.1/2,58.0,10,486(-3),[地] 松木啓助
8,9,8,12,ジャストサウンド,牡5,55,林謙佑,1:26.2,1/2,5.0,2,465(+1),[地] 田中守
9,10,8,11,エルパンドール,牝4,54,倉兼育康,1:26.7,2.1/2,5.9,4,497(0),[地] 松木啓助
10,11,5,5,ギガビーム,牡4,56,上田将司,1:26.7,アタマ,26.3,9,476(-2),[地] 那俄性哲
11,12,1,1,フジノフェアリー,牡9,55,木村直輝,1:27.8,5,12.7,7,487(-4),[地] 田中守
