,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ホクザンフィールド,牡4,56,小牧太,1:49.0,,---,1,474(-2),[地] 橋本忠男
1,2,2,2,モガミマイウエー,牝5,53,尾林幸二,1:49.3,2,---,6,527(-7),[地] 藪田勝也
2,3,8,11,マイネルシェーバー,セ6,55,岩田康誠,1:49.6,1.1/2,---,3,433(-2),[地] 中野明
3,4,6,8,スペシャルダッシュ,牡6,56,赤木高太,1:49.7,クビ,---,5,451(+3),[地] 斉藤堯
4,5,3,3,シュンエイゼネラル,牡6,55,寺地誠一,1:49.8,3/4,---,2,502(-3),[地] 寺地隆
5,6,6,7,マッキーダグラス,牡6,55,松浦政宏,1:50.8,6,---,7,500(+1),[地] 藪田辰己
6,7,5,5,ヒラカツアスカ,牝5,53,松平幸秀,1:50.9,クビ,---,11,485(+3),[地] 山元紀男
7,8,5,6,ニホンピロデイビー,牡6,55,西川進也,1:51.1,1,---,12,483(-1),[地] 西川精治
8,9,1,1,キングモガンボ,牡6,55,有馬澄男,1:51.1,クビ,---,8,494(+3),[地] 西村守幸
9,10,7,10,タイガーホーラー,牡7,55,小林克己,1:51.1,ハナ,---,10,493(-6),[地] 大野照男
10,11,8,12,スカイゴーラン,牡7,55,松浦高宏,1:51.2,クビ,---,4,469(-1),[地] 斉藤裕
11,12,4,4,マキオホープ,牡6,55,三野孝徳,1:52.2,6,---,9,429(0),[地] 山元紀男
