,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,ファイアーラーイ,牡6,56,小野次郎,2:37.6,,7.3,3,460(-2),[東] 南田美知
1,2,8,12,アンドゥオール,牡3,54,松永幹夫,2:37.6,クビ,2.0,1,478(-2),[西] 長浜博之
2,3,8,11,ロードアンビション,牡4,57,岡部幸雄,2:38.4,5,4.4,2,484(-8),[東] 藤沢和雄
3,4,7,9,ロングセンチュリー,牡3,54,四位洋文,2:38.7,1.3/4,12.7,5,458(0),[西] 増本豊
4,5,3,3,ヒシサクセス,牡8,56,伊藤直人,2:39.5,5,33.9,9,470(-6),[東] 小林常泰
5,6,4,4,バーグビーン,牡4,56,小林慎一,2:39.6,1/2,34.8,10,450(-4),[西] 菅谷禎高
6,7,5,6,ブンダームジーク,牝4,55,千田輝彦,2:40.0,2.1/2,23.3,6,506(+8),[西] 武邦彦
7,8,1,1,サンエムサリダ,牡3,54,小林徹弥,2:41.0,6,47.1,11,446(-2),[西] 佐藤正雄
8,9,2,2,メイショウプリモ,牝4,55,松田大作,2:41.7,4,154.6,12,434(+22),[西] 藤原英昭
9,10,5,5,ポルウナカベサ,牝4,55,蛯名正義,2:41.7,ハナ,30.4,8,452(+6),[東] 二ノ宮敬
10,11,6,7,ポデロッソ,牡3,54,安田康彦,2:43.0,8,25.5,7,466(0),[西] 角居勝彦
11,12,7,10,スピードアクア,牡3,54,藤田伸二,2:43.4,2.1/2,7.7,4,494(+10),[東] 和田正道
