,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,タンゴノセック,牡10,56,赤岡修次,1:29.1,,5.6,2.0,504(+3),[地] 田中守
1,2,2,2,ブレーヴキャンター,牡8,56,永森大智,1:29.2,1/2,1.2,1.0,575(-3),[地] 雑賀正光
2,3,4,4,サクラマニフィーク,牡6,56,南郷家全,1:29.7,2.1/2,36.4,5.0,550(-7),[地] 打越勇児
3,4,1,1,ロードエストレーラ,牡5,56,嬉勝則,1:29.8,1/2,98.8,8.0,507(+3),[地] 那俄性哲
4,5,7,8,アラマサシャープ,牝4,53,別府真衣,1:30.1,1.1/2,7.1,3.0,407(+1),[地] 別府真司
5,6,8,10,クリノテンペスタ,牡7,54,山頭信義,1:30.3,1,44.4,7.0,489(-1),[地] 田中守
6,7,8,9,ウォーターデューク,牡6,56,西川敏弘,1:30.7,2,42.2,6.0,467(+5),[地] 大関吉明
7,8,7,7,マイネルプレジャー,牡5,56,佐原秀泰,1:31.4,3,119.2,9.0,485(-6),[地] 打越勇児
8,9,5,5,ツルマルナルト,牡5,56,宮川実,1:32.0,3,22.5,4.0,500(-9),[地] 打越勇児
9,取,3,3,エイシンフレンチ,牡9,56,中西達也,,,---,,計不,[地] 松木啓助
