,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,デニストン,牡4,57,矢野貴之,1:13.9,,6.7,3,510(-1),[地] 佐野謙二
1,2,8,14,ステムパートナー,牡4,57,笹川翼,1:14.1,1,2.7,1,479(+6),[地] 佐宗応和
2,3,7,11,リンガスネオ,セ5,57,瀬川将輝,1:14.6,2.1/2,82.5,12,478(-6),[地] 久保杉隆
3,4,7,12,キングスベンチ,牡6,57,今野忠成,1:15.2,3,35.8,9,536(+2),[地] 渡部則夫
4,5,5,7,レクラドリール,牝5,53,本橋孝太,1:15.3,3/4,25.2,8,412(-3),[地] 山中尊徳
5,6,6,10,トチノペガサス,牡4,55,和田譲治,1:15.3,アタマ,39.3,10,453(+1),[地] 嶋田幸晴
6,7,5,8,ラブミーリッキー,牝3,49,大木天翔,1:15.4,3/4,4.0,2,494(+6),[地] 堀千亜樹
7,8,4,6,ジーケーワン,牡6,57,森泰斗,1:15.5,1/2,10.8,5,528(+5),[地] 高月賢一
8,9,6,9,ケンコンイッテキ,牡6,57,坂井英光,1:15.6,1/2,11.4,6,509(-20),[地] 米田英世
9,10,8,13,マースインディ,牡4,57,藤本現暉,1:15.7,1/2,8.3,4,472(0),[地] 阪本一栄
10,11,3,3,アポロモンスター,牡5,54,吉井章,1:15.8,1/2,39.6,11,503(-1),[地] 朝倉実
11,12,3,4,ネスター,牡6,57,高野誠毅,1:15.8,クビ,22.7,7,468(+1),[地] 佐野謙二
12,13,4,5,エイシンヒート,牡6,57,的場文男,1:16.3,2.1/2,96.3,13,495(+3),[地] 久保與造
13,14,2,2,マイネルルークス,牡9,57,松崎正泰,1:17.1,4,202.3,14,494(+2),[地] 久保田信
