,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,ノースブリッジ,牡5,57,岩田康誠,2:13.5,,8.6,4,496(+4),[東] 奥村武
1,2,6,9,エヒト,牡6,57,田中勝春,2:13.6,3/4,13.6,5,470(+8),[西] 森秀行
2,3,4,6,ユーバーレーベン,牝5,55,Ｍ．デム,2:13.7,3/4,8.0,3,478(+2),[東] 手塚貴久
3,4,8,14,ラーゴム,牡5,57,バシュロ,2:13.9,3/4,35.0,8,526(-2),[西] 斉藤崇史
4,5,6,10,ガイアフォース,牡4,57,ルメール,2:14.0,3/4,1.8,1,496(+2),[西] 杉山晴紀
5,6,5,7,スタッドリー,牡5,57,坂井瑠星,2:14.0,ハナ,16.6,7,522(+2),[西] 奥村豊
6,7,8,13,アリストテレス,牡6,57,横山和生,2:14.4,2.1/2,59.7,10,484(0),[西] 音無秀孝
7,8,4,5,バビット,牡6,57,横山典弘,2:14.5,1/2,14.1,6,476(+14),[西] 浜田多実
8,9,1,1,レインカルナティオ,牡6,57,石川裕紀,2:14.7,1,53.9,9,500(-6),[東] 小西一男
9,10,3,3,ブラックマジック,牡6,57,三浦皇成,2:14.8,3/4,66.2,11,460(+6),[東] 戸田博文
10,11,7,11,エピファニー,牡4,56,戸崎圭太,2:15.4,3.1/2,5.8,2,514(0),[東] 宮田敬介
11,12,7,12,レッドガラン,牡8,57,田辺裕信,2:15.8,2.1/2,85.9,12,520(0),[西] 安田隆行
12,13,2,2,シャムロックヒル,牝6,55,藤懸貴志,2:16.2,2.1/2,175.0,13,516(+4),[西] 佐々木晶
13,14,5,8,オウケンムーン,牡8,57,北村宏司,2:16.2,ハナ,317.7,14,452(-2),[東] 岩戸孝樹
