,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,シャイントラベラー,牡4,56,妹尾浩一,1:31.1,,4.9,3,480(+3),[地] 打越勇児
1,2,8,11,ランドスター,牡5,56,永森大智,1:31.2,1/2,2.7,2,496(-3),[地] 雑賀正光
2,3,3,3,セイマイスター,牡4,56,宮川実,1:31.5,1.1/2,2.6,1,530(-3),[地] 打越勇児
3,4,2,2,ヤマニンミネルバ,牝4,54,上田将司,1:31.6,1/2,22.6,5,469(-4),[地] 目迫大輔
4,5,7,10,シェードカーテン,牡5,56,岡村卓弥,1:31.8,1,32.9,7,484(+1),[地] 打越勇児
5,6,6,7,エーシンハダル,牡9,56,石本純也,1:31.8,アタマ,43.9,9,516(-1),[地] 田中譲二
6,7,1,1,リュウノボサツ,牝7,54,西川敏弘,1:31.9,1/2,38.1,8,466(0),[地] 国沢輝幸
7,8,7,9,スレドボ,牝4,53,別府真衣,1:32.1,3/4,8.1,4,459(-2),[地] 打越勇児
8,9,5,5,マイネルピトレスク,牡7,53,中越琉世,1:32.2,3/4,32.2,6,500(+8),[地] 国沢輝幸
9,10,4,4,ペプチドキングモア,牡5,56,佐原秀泰,1:32.8,3,80.6,10,508(-1),[地] 細川忠義
10,11,8,12,ケイアイサンダー,セ11,56,倉兼育康,1:32.9,1/2,194.3,12,471(-1),[地] 宮路洋一
11,12,5,6,ソニックタイガー,牡3,56,嬉勝則,1:33.0,クビ,157.1,11,465(+5),[地] 田中譲二
