,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,キクノゼファー,牡6,56,今井貴大,1:27.5,,2.2,1,480(-1),[地] 川西毅
1,2,4,4,キンイロノツバサ,牡5,56,岡部誠,1:28.2,3,7.7,4,475(0),[地] 藤ヶ崎一
2,3,1,1,サンライズフルメン,牡6,56,丸野勝虎,1:28.5,1.1/2,6.4,3,508(-2),[地] 坂口義幸
3,4,7,9,ドリームスイーブル,牡6,56,大畑雅章,1:28.7,1.1/2,7.8,5,476(-4),[地] 倉地学
4,5,2,2,オンワードマリー,牝6,52,宮下瞳,1:28.8,3/4,16.9,7,444(+5),[地] 宮本仁
5,6,5,6,ネイビーフラッグ,牡6,53,塚本征吾,1:29.2,2,70.4,9,527(-5),[地] 瀬戸口悟
6,7,8,12,カミルレ,牝4,54,山田祥雄,1:29.3,1/2,6.0,2,458(+3),[地] 植松則幸
7,8,3,3,デルマヴァンドーム,牝5,54,丹羽克輝,1:29.4,1/2,17.6,8,476(-4),[地] 塚田隆男
8,9,6,7,ギガドルマ,牡6,56,柿原翔,1:29.6,1.1/2,147.9,12,498(+4),[地] 倉地学
9,10,7,10,アスタークライ,牡7,56,加藤聡一,1:30.0,2,123.8,11,465(0),[地] 原口次夫
10,11,6,8,メイショウオオゼキ,セ11,53,浅野皓大,1:30.4,2,91.3,10,472(-2),[地] 今津博之
11,12,8,11,ユウチャージ,牝5,51,細川智史,1:32.3,9,12.9,6,507(+6),[地] 角田輝也
