,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,スーパーパワー,牡4,55,坂井英光,1:43.6,,1.9,1,528(+11),[地] 佐々木仁
1,2,2,2,オートスピリット,牡5,55,金子正彦,1:44.0,2,3.6,2,458(-4),[地] 鳥飼春弥
2,3,8,9,サムライショウグン,牡6,55,内田利雄,1:44.8,4,7.2,4,497(+11),[地] 高月賢一
3,4,7,8,サイレントイチロー,牡4,55,石崎駿,1:45.2,2,5.1,3,523(+2),[地] 足立勝久
4,5,1,1,ミサトマーブル,牡4,55,繁田健一,1:45.4,1,125.4,10,481(0),[地] 野口孝
5,6,6,6,コスモシウテクトリ,牡5,53,本田紀忠,1:45.4,アタマ,36.2,7,499(+10),[地] 河津裕昭
6,7,7,7,モエレサンライズ,牡4,55,佐藤博紀,1:45.8,2,99.2,9,449(-1),[地] 田辺陽一
7,8,8,10,ワカコマクイーン,牝4,53,真島大輔,1:45.8,アタマ,56.8,8,425(-3),[地] 杉山康史
8,9,3,3,ルプソワール,牝4,53,水野貴史,1:46.2,2,14.2,5,462(0),[地] 小嶋一郎
9,10,5,5,マウンテントップ,牡4,55,山崎誠士,1:48.1,9,21.1,6,506(-3),[地] 山崎尋美
