,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,ケイアイミリオン,牡7,55,内田博幸,2:08.0,,---,5,512(0),[地] 中村護
1,2,5,6,ベルモントストーム,牡4,55,石崎隆之,2:08.2,1,---,1,494(-5),[地] 出川克己
2,3,8,12,チョウサンタイガー,牡5,55,酒井忍,2:08.6,2,---,6,468(+8),[地] 八木仁
3,4,3,3,メイプルエイト,牡3,53,張田京,2:08.8,1.1/2,---,3,518(0),[地] 岡林光浩
4,5,1,1,ウツミジョーダン,牡5,55,的場文男,2:09.5,3,---,4,465(0),[地] 内田勝義
5,6,7,10,エアウィード,牡5,54,村上忍,2:09.6,クビ,---,9,474(+12),[地] 鈴木七郎
6,7,6,8,フジエスミリオーネ,牡4,54,倉兼育康,2:09.7,1/2,---,10,470(0),[地] 別府真司
7,8,8,11,トキノコジロー,牡4,55,山田信大,2:10.1,2,---,2,492(+4),[地] 長谷川蓮
8,9,7,9,シノブホマレ,牡4,54,東川公則,2:10.4,1.1/2,---,12,485(-1),[地] 伊藤強一
9,10,4,4,レジェンドハンター,牡8,57,安藤光彰,2:11.1,3,---,8,534(-10),[地] 大橋敬永
10,11,5,5,エイシンハリマオー,牡7,56,浜口楠彦,2:13.7,大,---,11,463(-12),[地] 伊藤強一
11,12,2,2,ブルーワレンダー,牡3,52,山崎誠士,2:14.9,6,---,7,480(+6),[地] 足立勝久
