,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,ポアゾンブラック,牡2,54,松浦政宏,1:53.2,,1.2,1,515(0),[地] 野田学
1,2,4,4,トライ,牡2,54,永島太郎,1:53.8,3.1/2,7.9,2,445(+2),[地] 大塚信次
2,3,7,10,ケイレコードオー,牡2,54,吉村智洋,1:54.5,4,27.5,6,460(+3),[地] 大塚信次
3,4,2,2,ヒーローコマンダー,牡2,54,岩田康誠,1:54.9,2.1/2,9.3,3,491(-1),[地] 中塚猛
4,5,7,9,トウケイロベルト,牡2,54,田中学,1:55.0,クビ,45.2,7,403(-7),[地] 住吉朝男
5,6,5,6,コスモネロ,牡2,54,内田利雄,1:55.8,5,48.2,8,421(-4),[地] 橋本和男
6,7,5,5,マイアヴァロン,牡2,54,川原正一,1:56.9,7,15.4,5,481(0),[地] 重畠勝利
7,8,1,1,セリアマリポーサ,牝2,53,大柿一真,1:57.6,4,169.9,11,436(-8),[地] 野田学
8,9,6,7,シャレード,牝2,53,竹村達也,1:57.9,2,96.4,9,434(0),[地] 寺嶋正勝
9,10,8,11,タガノメッセンジャ,セ2,54,木村健,2:00.3,大,11.3,4,462(-2),[地] 田中範雄
10,11,8,12,ハリウッドレイン,牝2,53,渡瀬和幸,2:01.7,8,254.8,12,463(-7),[地] 黒田隆男
11,12,3,3,タケマルドン,牡2,54,坂本和也,2:01.9,1,115.1,10,479(+5),[地] 長倉功
