,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,コパノリッキー,牡7,57,武豊,1:39.9,,3.2,2,536(-8),[西] 村山明
1,2,2,2,インカンテーション,牡7,57,岩田康誠,1:40.3,2,6.9,5,504(0),[西] 羽月友彦
2,3,3,3,モーニン,牡5,57,Ｃ．ルメ,1:40.4,クビ,5.3,3,518(-2),[西] 石坂正
3,4,7,7,ベストウォーリア,牡7,57,戸崎圭太,1:40.7,1.1/2,2.5,1,510(-6),[西] 石坂正
4,5,7,8,ブラゾンドゥリス,牡5,57,内田博幸,1:40.8,1/2,5.4,4,518(-7),[東] 尾形和幸
5,6,8,9,リッカルド,セ6,57,大野拓弥,1:41.5,3,67.2,6,497(-2),[東] 黒岩陽一
6,7,6,6,オメガスカイツリー,セ9,57,真島大輔,1:41.8,1.1/2,183.0,7,493(0),[地] 内田勝義
7,8,4,4,ミッキーヘネシー,牡8,57,小杉亮,1:43.3,7,430.5,8,474(-6),[地] 別府真司
8,9,5,5,タッチデュール,牝8,55,山下雅之,1:46.3,大,484.8,9,435(-7),[地] 湯前良人
9,10,8,10,デュアルスウォード,牡9,57,小林拓未,1:46.4,クビ,658.0,10,476(-3),[地] 香取和孝
