,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,グランユニヴェール,牡7,56,鈴木祐,1:58.9,,1.9,1,519(+6),[地] 櫻田康二
1,2,7,8,エイシンニトロ,牡7,56,山本政聡,1:59.0,1/2,3.4,2,529(0),[地] 千葉幸喜
2,3,7,7,レイズアスピリット,牡9,56,村上忍,1:59.6,4,9.1,4,496(-1),[地] 櫻田康二
3,4,8,10,ジーパワー,牡7,56,高松亮,2:00.0,2.1/2,15.5,6,494(-2),[地] 小林俊彦
4,5,6,6,トブガゴトク,牡7,54,塚本涼人,2:00.1,3/4,11.3,5,513(-7),[地] 櫻田浩樹
5,6,2,2,サンオークランド,牡6,56,菅原俊吏,2:00.3,1.1/4,19.2,7,504(-21),[地] 伊藤和
6,7,8,9,ジェードグリーン,セ6,56,菅原辰徳,2:00.3,ハナ,73.4,9,484(-3),[地] 新田守
7,8,3,3,ビービーパドル,セ6,56,陶文峰,2:00.5,1,9.1,3,484(+6),[地] 菅原右吉
8,9,1,1,グランアルマダ,セ8,56,木村暁,2:00.6,1/2,64.5,8,530(-10),[地] 及川良春
9,10,4,4,アウトスタンディン,牡5,56,大坪慎,2:02.1,9,165.5,10,480(-5),[地] 工藤裕孝
