,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,11,ホウザングラマー,牝4,53,的場文男,1:53.6,,---,1,451(0),[地] 蛯名末五
1,2,3,3,ダイワボンバー,牡4,55,石崎隆之,1:53.8,1,---,2,509(+1),[地] 佐藤寿
2,3,2,2,ネイルアート,牝3,51,山田信大,1:53.8,ハナ,---,8,438(0),[地] 三坂盛雄
3,4,1,1,コマノブリザード,牡5,51,今野忠成,1:53.8,アタマ,---,5,496(-3),[地] 辻野豊
4,5,4,5,オンユアマーク,牡5,57,鷹見浩,1:53.9,1/2,---,3,500(-4),[地] 福永二三
5,6,8,13,シルクセレクション,牡5,55,内田博幸,1:53.9,アタマ,---,7,496(+6),[地] 秋吉和美
6,7,6,8,ゴールデンカバリエ,牡7,55,有年淳,1:54.1,1,---,13,507(-1),[地] 矢作和人
7,8,4,4,バンケーティング,牡5,57,石井勝男,1:54.5,2,---,4,518(+16),[地] 函館喜弘
8,9,5,7,アルスパルパドー,牡4,53,早田秀治,1:54.7,1,---,6,485(-1),[地] 飯野文明
9,10,5,6,ファイブビーンズ,牡6,53,酒井忍,1:55.4,3,---,10,495(-1),[地] 森谷良臣
10,11,6,9,ケンチャム,牡7,57,張田京,1:55.4,アタマ,---,11,533(-20),[地] 岡林光浩
11,12,8,12,スオウリージェント,牡4,51,和田譲治,1:55.6,3/4,---,12,463(+2),[地] 庄子連兵
12,13,7,10,カゼノモンジロウ,牡7,53,堀千亜樹,1:56.5,4,---,9,488(+1),[地] 寺田新太
