,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,サクラビクトワール,セ6,56,赤岡修次,1:25.6,,1.3,1.0,480(+10),[地] 田中守
1,2,5,5,リリークライマー,牡5,53,中越琉世,1:26.4,4,26.1,5.0,491(-8),[地] 平和人
2,3,4,4,マイネルリーブラ,牡3,56,佐原秀泰,1:27.2,4,21.3,4.0,512(-4),[地] 宮路洋一
3,4,1,1,クールフォルム,牡3,56,倉兼育康,1:27.3,3/4,4.3,2.0,495(+7),[地] 松木啓助
4,5,7,9,ネクストステージ,セ3,56,郷間勇太,1:27.5,1,178.4,9.0,440(+5),[地] 田中譲二
5,6,6,8,シンボリメルケル,牝3,54,山崎雅由,1:28.4,4,40.9,6.0,482(-4),[地] 細川忠義
6,7,6,7,オールラウンド,牡5,55,別府真衣,1:28.4,ハナ,151.0,8.0,489(+5),[地] 別府真司
7,8,2,2,エクディス,牝3,54,宮川実,1:28.6,3/4,9.7,3.0,430(-3),[地] 打越勇児
8,9,3,3,メイショウサトヤマ,セ3,56,岡村卓弥,1:28.8,1,44.6,7.0,501(-1),[地] 目迫大輔
9,10,5,6,ロンシャンドリーム,牡3,56,西川敏弘,1:29.2,2,218.1,11.0,443(+2),[地] 田中譲二
10,11,8,12,バトルキャンデー,牝3,51,塚本雄大,1:30.8,8,196.3,10.0,435(+7),[地] 国沢輝幸
11,取,8,11,ハミングウィズミー,牝3,54,嬉勝則,,,---,,計不,[地] 松木啓助
