,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ケンスターハーバー,牡4,56,下原理,1:28.1,,10.3,5,441(+5),[地] 重畠勝利
1,2,3,3,ケイアイアルテミス,牝5,54,田中学,1:28.1,クビ,4.1,2,455(+3),[地] 岡田利一
2,3,7,8,ハギノクレバー,牡5,56,吉村智洋,1:28.5,2.1/2,19.0,7,477(-1),[地] 大石省三
3,4,6,6,クレイアートビュン,牡9,56,永島太郎,1:28.7,1,40.6,8,460(0),[地] 住吉朝男
4,5,6,7,エーシンサルサ,牝3,54,坂本和也,1:28.7,アタマ,2.2,1,510(-2),[地] 橋本忠男
5,6,5,5,レオアドミラル,牡7,56,笹田知宏,1:29.1,2.1/2,7.7,4,504(+14),[地] 荒山義則
6,7,8,11,オオエピクシー,牝3,55,川原正一,1:29.2,1/2,4.7,3,411(0),[地] 橋本忠明
7,8,2,2,マイネプルメリア,牝5,54,板野央,1:29.2,アタマ,62.8,10,445(+2),[地] 保利良次
8,9,7,9,クラシックヴィオラ,牝4,54,木村健,1:29.4,3/4,13.3,6,435(+2),[地] 田中範雄
9,10,1,1,キャプテンユウキ,牡4,56,松本剛志,1:29.9,3,48.2,9,490(+2),[地] 寺地隆
10,11,8,10,エーシンボダイジュ,牡5,56,大山真吾,1:31.1,7,70.5,11,559(+4),[地] 橋本忠男
