,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,キングヨウダイ,牡4,55,荒山勝徳,1:12.6,,---,3,486(+4),[地] 高岩孝敏
1,2,6,6,バンブーレインボー,牡5,55,今野忠成,1:12.8,1,---,7,477(0),[地] 阪本一栄
2,3,8,11,ドンバニヤン,牡3,55,鷹見浩,1:13.3,2.1/2,---,1,478(+5),[地] 岡部盛雄
3,4,5,5,サイコーイチロー,牡5,55,松浦裕之,1:13.4,3/4,---,10,481(0),[地] 松浦備
4,5,1,1,ナスキーサンホーク,牡3,55,内田博幸,1:13.5,クビ,---,2,452(-6),[地] 荒井隆
5,6,4,4,ケージータイガー,牡3,55,納谷和玖,1:13.5,アタマ,---,5,484(+4),[地] 武智一夫
6,7,7,8,ウインディシティ,牡3,55,石崎隆之,1:13.6,3/4,---,4,452(+3),[地] 赤嶺本浩
7,8,7,9,クイーンビースト,牝5,53,堀千亜樹,1:14.0,2,---,9,468(-2),[地] 中村健二
8,9,2,2,ハザマギャラクシー,牝5,53,石崎駿,1:14.2,1,---,8,488(+5),[地] 武智政明
9,10,6,7,シーサーハーン,牡3,55,酒井忍,1:14.8,3,---,6,478(+1),[地] 松浦備
10,11,8,10,サンダーゴッド,牡4,55,野崎武司,1:14.9,3/4,---,11,491(+2),[地] 中村護
