,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,アヤミズキ,牝8,54,鈴木太一,1:31.3,,33.7,5,431(+4),[地] 吉井一良
1,2,7,8,バトルトウショウ,牝4,54,吉田晃浩,1:31.3,アタマ,2.3,2,444(0),[地] 佐藤茂
2,3,8,11,エーブガッチャマン,セ4,56,青柳正義,1:31.6,1.1/2,4.4,3,425(-2),[地] 服部克雄
3,4,1,1,ミサワゲーリー,牡5,56,沖静男,1:32.1,2.1/2,59.0,6,456(0),[地] 金田一昌
4,5,7,9,ニシノリアン,牝4,54,藤田弘治,1:32.4,1.1/2,18.3,4,459(+2),[地] 奥高平
5,6,4,4,トウカイサージュ,牡4,56,吉原寛人,1:33.1,3,2.2,1,534(+1),[地] 宗綱泰彦
6,7,2,2,イーグルビスティー,牡10,56,堀場裕充,1:33.4,1.1/2,126.8,10,479(+1),[地] 加藤和宏
7,8,6,7,プレストリガー,牡6,56,葛山晃平,1:33.4,クビ,59.9,7,440(+5),[地] 菅原欣也
8,9,6,6,プレシャスパワー,牝5,54,松戸政也,1:33.6,1,93.7,8,444(-6),[地] 奥高平
9,10,5,5,マイネルスラッガー,牡8,56,池田敦,1:34.6,5,100.3,9,494(+2),[地] 加藤和宏
10,11,3,3,テンエイミント,牝5,54,服部大地,1:35.3,3,154.0,11,412(-2),[地] 菅原欣也
