,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,ブライアンズロマン,牡10,56,内田利雄,2:19.3,,---,1,455(-5),[地] 室井康雄
1,2,8,10,ミハタオウジャ,牡5,56,金井正幸,2:20.0,3,---,7,505(-1),[地] 法理勝弘
2,3,3,3,エムジーシューマ,牡10,56,木村芳晃,2:20.1,クビ,---,5,517(+5),[地] 法理勝弘
3,4,8,11,デルマキングオー,牡7,56,水野貴史,2:20.5,2,---,3,513(-3),[地] 川嶋弘吉
4,5,7,9,エビスヤマト,牡6,56,小嶋耕輝,2:21.2,3,---,4,409(+5),[地] 赤間亨
5,6,5,5,ダイワトニービン,牡7,56,菊池義昭,2:21.9,3,---,8,471(-4),[地] 佐藤正則
6,7,7,8,ケーオーボーイ,牡5,56,加藤和宏,2:22.6,3,---,6,482(+6),[地] 渋谷武久
7,8,6,6,フシミアンバー,牝6,54,佐川久芳,2:23.5,4,---,10,467(+2),[地] 川嶋弘吉
8,9,1,1,タマルファイター,牡6,56,久保田政,2:23.6,1/2,---,2,533(+1),[地] 浜田勝三
9,10,4,4,コウエイサイレンス,牡5,56,米田弘一,2:24.7,5,---,11,497(+1),[地] 一倉昌行
10,11,2,2,サイレントキラー,セ9,56,茂呂菊次,2:26.4,8,---,9,533(-20),[地] 金田一昌
