,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,シーズザゴールド,牡2,54,吉田稔,1:14.3,,2.5,1,462(0),[地] 国信満
1,2,7,8,クラキンコ,牝2,53,小嶋久輝,1:14.6,1.1/2,12.5,6,498(0),[地] 堂山芳則
2,3,7,9,マイゾウキン,牝2,53,斉藤正弘,1:16.2,8,4.5,3,460(0),[地] 村上正和
3,4,4,4,トップザバード,牡2,54,五十嵐冬,1:16.5,1.1/2,7.5,4,500(0),[地] 桑原義光
4,5,8,11,エムザックソウル,牡2,54,小国博行,1:17.2,4,46.8,10,458(0),[地] 田部和則
5,6,6,6,プレザントトーク,牝2,53,川島洋人,1:17.3,クビ,4.4,2,446(0),[地] 田中正二
6,7,8,10,チャローラクシュミ,牝2,53,馬渕繁治,1:17.7,2,37.0,8,460(0),[地] 千葉津代
7,8,1,1,ファーラップス,牝2,53,佐々木国,1:17.8,1/2,7.5,4,476(0),[地] 恵多谷豊
8,9,3,3,ニュータッチ,牝2,53,山口竜一,1:17.9,1/2,21.8,7,410(0),[地] 桧森邦夫
9,10,6,7,グライゼン,牝2,53,桑村真明,1:19.0,5,67.0,11,418(0),[地] 佐久間雅
10,11,2,2,イノセントウォー,牝2,53,坂下秀樹,1:19.1,3/4,38.8,9,474(0),[地] 柳沢好美
