,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,スローンブラン,牡3,53,五十嵐冬,1:03.1,,---,1,478(0),[地] 桑原義光
1,2,7,9,ミスターペルジノ,牡3,53,斉藤正弘,1:03.7,3,---,2,482(0),[地] 原孝明
2,3,6,7,フェイバリット,牝3,53,井上俊彦,1:04.3,3,---,5,464(0),[地] 高岡秀行
3,4,1,1,ビッグフォレスト,牡3,53,桜井拓章,1:04.3,アタマ,---,9,460(0),[地] 林正夫
4,5,3,3,アストロプレシード,牝3,53,渋谷裕喜,1:04.4,クビ,---,3,466(0),[地] 高橋司
5,6,7,10,タカシマシンザン,牡3,52,中村裕司,1:04.8,2,---,11,450(0),[地] 北川數男
6,7,5,6,チャンネルオーカン,牝3,52,小林靖幸,1:04.8,アタマ,---,6,424(0),[地] 成田春男
7,8,4,4,スーパークオリティ,牝3,53,星野純一,1:05.2,2,---,4,462(0),[地] 田中正二
8,9,6,8,アレースジャガー,牡3,53,川島洋人,1:05.4,1,---,7,430(0),[地] 伊藤隆志
9,10,8,12,ニホンカイマーチ,牝3,53,米川昇,1:05.5,1/2,---,8,442(0),[地] 米川伸也
10,11,5,5,リッショウパワー,牝3,53,岡島玉一,1:05.6,3/4,---,10,484(0),[地] 恵多谷豊
11,12,2,2,ピアマリーン,牝3,53,川島雅人,1:08.2,大,---,11,414(0),[地] 山中静治
