,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ブライトトゥモロー,牡2,55,小牧太,1:23.2,,10.7,5,490(0),[西] 石坂正
1,2,6,11,エイシンドーバー,牡2,55,幸英明,1:23.4,1.1/4,3.4,1,436(0),[西] 湯浅三郎
2,3,4,6,マルカラスカル,牡2,55,福永祐一,1:23.5,3/4,4.3,2,494(0),[西] 瀬戸口勉
3,4,4,7,ブロードキャスター,牡2,55,武幸四郎,1:23.8,2,12.8,6,456(0),[西] 坂口正則
4,5,3,4,シャインリザルト,牝2,54,松永幹夫,1:24.1,1.3/4,8.5,4,480(0),[西] 武田博
5,6,1,1,セイカアルテナ,牝2,54,秋山真一,1:24.2,1/2,49.2,12,400(0),[西] 田中章博
6,7,2,2,リッチモンドガール,牝2,54,安藤勝己,1:24.4,1.1/4,4.4,3,420(0),[西] 鮫島一歩
7,8,7,13,サスヤコモレビ,牡2,55,角田晃一,1:24.5,1/2,32.6,9,472(0),[西] 佐山優
8,9,7,12,ブルーラドマレ,牡2,55,佐藤哲三,1:24.7,1.1/4,42.1,10,490(0),[西] 吉岡八郎
9,10,6,10,コスモユリウス,牡2,55,和田竜二,1:25.3,3.1/2,230.9,15,456(0),[西] 柴田政見
10,11,8,15,トータチス,牡2,55,飯田祐史,1:25.6,2,106.8,14,448(0),[西] 飯田明弘
11,12,5,8,マイネルポポラーレ,牡2,55,四位洋文,1:25.6,アタマ,20.8,8,474(0),[西] 宮徹
12,13,2,3,チュウオーサーヤ,牝2,54,荻野要,1:25.7,1/2,87.7,13,436(0),[西] 土門一美
13,14,5,9,サイレントボア,牡2,55,熊沢重文,1:25.7,アタマ,18.4,7,444(0),[西] 梅内忍
14,15,8,14,サンライズバッカス,牡2,55,池添謙一,1:25.9,1,46.5,11,468(0),[西] 音無秀孝
