,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,2,インバルコ,牡4,56,後藤浩輝,2:10.9,,4.2,2,522(-2),[西] 池江泰寿
1,2,6,12,エアマックール,牡5,55,伊藤工真,2:10.9,クビ,22.5,8,482(+8),[東] 伊藤正徳
2,3,4,7,アドマイヤスワット,牡5,55,蛯名正義,2:11.0,クビ,12.8,7,506(+4),[西] 橋田満
3,4,7,13,タマモクリエイト,牡5,53,大庭和弥,2:11.1,1/2,78.0,13,516(-8),[西] 小原伊佐
4,5,8,16,シビルウォー,牡5,57,吉田豊,2:11.1,ハナ,9.5,5,468(0),[東] 戸田博文
5,6,2,3,メイショウクオリア,牡5,56,長谷川浩,2:11.1,ハナ,9.6,6,464(-2),[西] 西橋豊治
6,7,3,6,メンデル,牡8,55,三浦皇成,2:11.3,1,30.4,10,454(-24),[西] 梅田智之
7,8,8,15,トーセンアレス,牡3,54,田中勝春,2:11.3,クビ,7.4,4,472(+4),[東] 鈴木康弘
8,9,5,10,グリッターウイング,牡3,54,鮫島良太,2:11.4,クビ,7.0,3,518(+2),[西] 友道康夫
9,10,3,5,マイネルアワグラス,牡6,57,松岡正海,2:11.5,3/4,3.9,1,518(+8),[東] 稲葉隆一
10,11,4,8,ラストアロー,牝6,51,田中博康,2:11.6,クビ,29.1,9,490(+2),[西] 藤岡健一
11,12,6,11,クリーン,牡6,56,北村宏司,2:11.6,アタマ,31.6,11,610(+2),[西] 音無秀孝
12,13,7,14,エプソムアーロン,牡6,54,柴山雄一,2:11.9,2,95.8,15,488(+2),[西] 藤岡範士
13,14,1,1,ゲンパチタキオン,牡6,52,岩部純二,2:11.9,ハナ,93.7,14,526(0),[東] 中川公成
14,15,5,9,プレファシオ,牡3,52,熊沢重文,2:13.2,8,64.2,12,488(0),[西] 藤岡健一
15,16,2,4,マイディアサン,牡6,54,中谷雄太,2:13.3,クビ,190.3,16,496(-2),[東] 田中清隆
