,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,シツジツゴウケン,牡5,56,的場文男,1:41.6,,14.3,6,497(+4),[地] 内田勝義
1,2,5,7,ラムセスジュベリー,牡4,56,御神本訓,1:41.9,1.1/2,5.2,3,500(-3),[地] 池田孝
2,3,2,2,ツクバグローバル,牡4,56,山崎誠士,1:42.6,3,7.6,4,495(+5),[地] 八木正喜
3,4,5,8,サザンオーカン,牡5,56,戸崎圭太,1:42.8,3/4,2.7,1,518(-1),[地] 高月賢一
4,5,4,6,アイウィルウイン,牡8,56,森泰斗,1:43.2,2,110.3,13,432(-6),[地] 武井栄一
5,6,6,10,マルタカラッキー,牡6,56,繁田健一,1:43.3,3/4,38.6,9,485(-3),[地] 小嶋一郎
6,7,6,9,アンビシャスガイ,牡5,56,酒井忍,1:43.5,1.1/2,15.4,7,498(+8),[地] 武井栄一
7,8,3,3,キープザチェンジ,牝7,54,水野貴史,1:44.2,3,47.9,10,478(0),[地] 山本学
8,9,8,14,テンダン,牡4,56,今野忠成,1:44.4,3/4,8.1,5,529(+18),[地] 池田孝
9,10,8,13,ブートキャンプ,牡6,56,Ａ．ムン,1:44.5,3/4,64.4,12,484(-2),[地] 山中尊徳
10,11,7,12,ゴールドスガ,牡3,56,町田直希,1:44.6,クビ,4.1,2,475(-2),[地] 秋山重美
11,12,1,1,ジャングルストーン,牡5,56,沢田龍哉,1:45.3,3,61.0,11,476(-3),[地] 坂本昇
12,13,7,11,ジャクソンライヒ,牡3,56,早田秀治,1:45.6,1.1/2,20.8,8,計不,[地] 鬼沢裕充
13,14,3,4,ナムラフューチャー,牡6,56,岡田大,1:47.5,9,200.8,14,451(-9),[地] 冨田敏男
