,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,コンバットキック,牡2,54,草地保隆,1:00.9,,2.3,1,447(0),[地] 三野宮通
1,2,6,6,ウツミマリエン,牝2,53,小林俊彦,1:01.3,2.1/2,2.9,2,494(0),[地] 葛西勝幸
2,3,5,5,リュウノオウカ,牝2,53,沢田盛夫,1:01.4,3/4,6.3,3,380(+5),[地] 新田守
3,4,1,1,ベルコットスカイ,牝2,53,山本政聡,1:01.5,クビ,33.2,6,435(+6),[地] 熊谷昇
4,5,8,10,カネショウプルート,牝2,53,村上忍,1:01.5,ハナ,7.6,5,474(-9),[地] 村上実
5,6,4,4,クレド,牡2,54,阿部英俊,1:01.5,クビ,6.6,4,423(0),[地] 桜田浩三
6,7,7,7,ワタリフローラ,牝2,53,村松学,1:01.7,3/4,35.2,7,422(-2),[地] 千葉博次
7,8,3,3,ダンストンブレーヴ,牡2,54,菊地康朗,1:02.0,2,54.3,10,427(+5),[地] 村上実
8,9,8,9,ユキマツリ,牝2,53,関本淳,1:02.3,2,46.0,8,415(-6),[地] 熊谷昇
9,10,2,2,モエレサクラ,牝2,53,南郷家全,1:02.8,3,49.8,9,438(-7),[地] 平沢芳三
