,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,セントラルコースト,牡3,56,ペリエ,1:22.9,,2.6,1,496(+6),[西] 池江泰寿
1,2,5,9,リバーアゲイン,牡3,56,福永祐一,1:23.1,1.1/4,48.1,11,472(0),[西] 須貝彦三
2,3,5,10,ルティラーレ,牡3,56,武幸四郎,1:23.4,1.3/4,57.1,12,476(+14),[西] 佐山優
3,4,2,4,マサヤマト,牡3,56,四位洋文,1:23.5,3/4,5.1,3,526(+6),[西] 増本豊
4,5,7,14,マイネルトリオンフ,牡3,56,和田竜二,1:23.7,1.1/4,22.9,6,524(+4),[西] 宮本博
5,6,8,16,アグネスラナップ,牡3,56,池添謙一,1:23.7,クビ,24.5,7,488(-6),[西] 西浦勝一
6,7,4,8,ヴェリタス,牡4,57,長谷川浩,1:23.8,1/2,66.5,13,458(-2),[西] 岡田稲男
7,8,1,2,アンジェラスキッス,牝4,55,菊地昇吾,1:24.0,1.1/4,111.6,15,452(-2),[西] 本田優
8,9,1,1,ツインズメモリー,牡3,55,浜中俊,1:24.2,1.1/2,18.1,5,452(-4),[西] 坂口正大
9,10,8,15,ウルドサリエ,牡3,56,ルメール,1:24.4,1.1/2,39.8,10,512(+4),[西] 小崎憲
10,11,6,12,ライジングバイオ,牡3,56,小牧太,1:24.6,3/4,5.0,2,450(+8),[西] 坪憲章
11,12,6,11,プレストンペスカ,牡3,56,角田晃一,1:24.6,クビ,6.0,4,462(-4),[西] 松永昌博
12,13,2,3,タンゴノセック,牡4,55,田中健,1:24.6,クビ,76.9,14,472(+12),[西] 坂口正則
13,14,7,13,スナークハーバー,セ4,57,渡辺薫彦,1:25.8,7,168.2,16,470(-8),[西] 川村禎彦
14,15,3,6,エイシンチョーテン,牡5,57,上村洋行,1:26.8,6,36.1,9,510(+14),[西] 坂口正則
15,16,3,5,フォルスストレート,セ4,57,秋山真一,1:27.1,1.3/4,28.1,8,474(-12),[西] 中竹和也
