,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,14,アートオブアース,牡3,56,内田利雄,1:54.5,,22.3,9,464(-7),[地] 森下淳平
1,2,7,13,アートサハラ,牡3,57,的場文男,1:54.7,1.1/4,5.3,2,525(+3),[地] 荒山勝徳
2,3,6,12,プレティオラス,牡3,56,本橋孝太,1:54.8,3/4,16.3,8,459(-9),[地] 森下淳平
3,4,3,6,ノアジャック,牡3,56,繁田健一,1:55.1,1.1/2,13.8,6,480(-5),[地] 鷹見浩
4,5,6,11,ジャルディーノ,牡3,56,真島大輔,1:55.7,3,7.6,3,453(-1),[地] 桜木英喜
5,6,8,15,ビービーアフェット,牝3,54,杉村一樹,1:55.8,1/2,70.8,14,483(-9),[地] 村上頼章
6,7,1,2,ウィードパワー,牡3,57,張田京,1:55.8,ハナ,2.2,1,501(0),[地] 岡林光浩
7,8,5,10,ビッグライト,牡3,57,石崎駿,1:56.3,2.1/2,8.5,4,481(0),[地] 佐藤賢二
8,9,5,9,ハテンコウ,牡3,56,柏木健宏,1:56.8,2.1/2,16.1,7,478(+1),[地] 佐野謙二
9,10,4,7,ブラックエンペラー,牡3,56,左海誠二,1:56.9,3/4,118.5,15,484(-5),[地] 沢佳宏
10,11,4,8,エグバート,牡3,56,戸崎圭太,1:56.9,クビ,37.2,11,445(-8),[地] 村上頼章
11,12,2,3,ムサシキングオー,牡3,56,和田譲治,1:57.0,クビ,35.9,10,488(-3),[地] 栗田泰昌
12,13,2,4,ダイヤモンドダンス,牡3,57,坂井英光,1:57.7,3.1/2,10.4,5,490(+13),[地] 堀千亜樹
13,14,1,1,シャリーワン,牡3,56,山田信大,1:57.9,1,63.4,13,514(-3),[地] 橋本和馬
14,15,3,5,キョウエイデューク,牡3,56,佐藤博紀,1:58.1,1,52.7,12,465(-7),[地] 阪本一栄
15,16,8,16,ローエンプリンセス,牝3,54,達城龍次,1:59.7,8,205.9,16,412(0),[地] 佐々木忠
