,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ダノンレジェンド,牡5,57,丸田恭介,1:27.3,,3.1,2,454(+2),[西] 村山明
1,2,3,3,ドリームバレンチノ,牡8,59,岩田康誠,1:27.7,2,3.4,3,490(-1),[西] 加用正
2,3,7,9,タガノジンガロ,牡8,57,木村健,1:27.8,1/2,63.5,5,504(-7),[地] 新子雅司
3,4,7,10,ジョーメテオ,牡9,56,東川公則,1:28.0,1,125.3,8,513(-11),[地] 小久保智
4,5,6,8,ワイドバッハ,牡6,57,武豊,1:28.1,1/2,2.1,1,488(-2),[西] 庄野靖志
5,6,5,6,タイセイレジェンド,牡8,59,内田博幸,1:28.6,2.1/2,84.9,7,531(-6),[西] 矢作芳人
6,7,8,12,マウンテンダイヤ,牡7,56,岡村卓弥,1:28.9,1.1/2,583.6,10,533(+2),[地] 炭田健二
7,8,2,2,セイクリムズン,牡9,58,戸崎圭太,1:29.0,クビ,8.8,4,511(+7),[西] 服部利之
8,9,6,7,サクラシャイニー,牡9,56,赤岡修次,1:29.0,ハナ,77.3,6,480(-10),[地] 田中守
9,10,1,1,タッチデュール,牝6,54,佐藤友則,1:29.2,1,909.9,12,426(-6),[地] 笹野博司
10,11,5,5,ファイヤープリンス,牡4,56,吉原寛人,1:29.2,クビ,187.6,9,511(-5),[地] 小久保智
11,12,8,11,トルバドゥール,牡7,56,西川敏弘,1:29.7,2.1/2,762.4,11,505(-4),[地] 松木啓助
