,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,レイナワルツ,牝7,55,兒島真二,2:04.4,,3.8,3,526(-3),[地] 瀬戸口悟
1,2,3,3,ムーンバレイ,牡6,52,倉地学,2:04.4,クビ,2.0,1,506(+7),[地] 角田輝也
2,3,1,1,ウイニングウインド,牡6,55,吉田稔,2:05.4,5,3.0,2,498(+5),[地] 原口次夫
3,4,8,9,ケイアイデジタル,牡4,52,安藤光彰,2:06.1,3,29.3,5,494(+6),[地] 田中敏和
4,5,5,5,モナクカバキチ,牡8,54,大畑雅章,2:06.7,3,41.9,6,479(+2),[地] 錦見勇夫
5,6,4,4,キジョージャンボ,牡7,54,竹下太,2:07.3,3,42.3,7,530(+7),[地] 井上正
6,7,6,6,ガッツホーラー,牡5,52,福重正吾,2:07.8,2.1/2,154.9,10,475(+1),[地] 本名信行
7,8,7,8,マヤノモーリス,牡9,55,戸部尚実,2:08.3,2.1/2,46.5,8,502(0),[地] 斉藤弘光
8,9,8,10,ブルーローレンス,牡6,57,東川公則,2:08.5,3/4,8.6,4,493(+1),[地] 後藤保
9,10,7,7,メディアスナイパー,牡4,52,宮下瞳,2:09.6,5,70.9,9,468(+4),[地] 山本健二
