,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,フェイルノート,牡5,57,柴山雄一,2:04.3,,6.2,3,536(+8),[東] 和田正道
1,2,3,5,ジョウノアラミス,牡4,56,高倉稜,2:04.3,クビ,5.3,2,500(-8),[西] 牧浦充徳
2,3,1,2,ニシノジャブラニ,牡4,57,松山弘平,2:04.4,クビ,33.8,9,478(-2),[東] 上原博之
3,4,7,13,クールエレガンス,牡5,54,平野優,2:04.7,2,6.5,4,504(+14),[東] 二ノ宮敬
4,5,8,18,ショウナンカミング,牡4,57,上村洋行,2:04.8,3/4,72.4,15,468(-2),[西] 須貝尚介
5,6,5,10,シルクランスロット,牡5,57,国分恭介,2:04.9,クビ,34.4,10,512(-14),[西] 増本豊
6,7,2,4,マイネルヴァルム,牡4,57,丹内祐次,2:05.0,3/4,28.1,8,466(-6),[東] 畠山重則
7,8,4,8,アンナドンナ,牝4,52,杉原誠人,2:05.1,3/4,83.4,16,408(-2),[東] 藤沢和雄
8,9,4,7,チャーリーポイント,牡5,54,山崎亮誠,2:05.1,ハナ,48.9,13,476(-14),[東] 杉浦宏昭
9,10,7,14,トモロマイスター,牡5,57,吉田隼人,2:05.2,1/2,39.6,11,468(-4),[東] 伊藤正徳
10,11,5,9,ガリレオバローズ,牡4,57,藤岡康太,2:05.3,クビ,15.7,7,520(-2),[東] 小笠倫弘
11,12,6,12,トキノサコン,牡4,57,吉田豊,2:05.4,1/2,14.6,6,484(-6),[東] 矢野照正
12,13,6,11,アドマイヤカーリン,牡4,57,安藤勝己,2:05.4,ハナ,3.1,1,470(-8),[西] 松田博資
13,14,8,17,オペラオーカン,牡5,57,西田雄一,2:05.6,1.1/4,47.2,12,494(-10),[東] 堀井雅広
14,15,8,16,エリモロワイヤル,牡4,57,丸田恭介,2:05.6,ハナ,100.0,18,486(-3),[西] 佐々木晶
15,16,3,6,マヤノクレド,牡4,57,松田大作,2:05.6,ハナ,13.7,5,480(-4),[西] 梅内忍
16,17,7,15,ブレイク,牡5,57,太宰啓介,2:06.2,3.1/2,86.6,17,462(+2),[西] 服部利之
17,18,2,3,シンボリヴァルト,牡4,57,田中博康,2:06.8,3.1/2,55.6,14,542(-4),[東] 石毛善彦
