,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,7,グランフィデリオ,牡5,56,内田博幸,1:43.1,,6.7,3,427(-11),[西] 森秀行
1,2,6,9,ノーキディング,牡5,57,赤岡修次,1:43.3,1,17.0,7,514(-4),[地] 矢野義幸
2,3,7,12,コスモカウピリ,牡5,56,柴田大知,1:43.6,1.1/2,15.6,5,496(0),[東] 高橋祥泰
3,4,8,14,デルマハンニャ,牝6,54,本田正重,1:43.7,クビ,167.9,13,465(+15),[東] 和田正一
4,5,2,2,ピッツネイル,牝5,54,藤田菜七,1:43.9,1,15.8,6,510(0),[東] 清水英克
5,6,6,10,センティグレード,牡5,57,笹川翼,1:44.0,1/2,10.1,4,526(+2),[地] 稲益貴弘
6,7,4,6,インフォーマー,牡5,57,張田昂,1:44.2,3/4,3.2,2,510(-4),[地] 深野塁
7,8,4,5,バーンザワールド,牡5,57,森泰斗,1:44.7,2.1/2,2.9,1,467(+4),[地] 加藤誠一
8,9,5,8,ゴダール,セ6,56,今野忠成,1:44.7,アタマ,61.8,11,479(-17),[西] 吉田直弘
9,10,1,1,アーマークラッド,セ6,56,蛯名正義,1:45.2,2.1/2,22.7,9,503(+7),[東] 武井亮
10,11,3,4,マサヤ,牡5,57,矢野貴之,1:45.2,ハナ,18.6,8,515(-4),[地] 坂本昇
11,12,3,3,ゴーオン,牡4,57,真島大輔,1:45.5,1.1/2,31.2,10,475(-5),[地] 椎名広明
12,13,7,11,セルリアンラッシュ,牡5,56,石川裕紀,1:45.6,1/2,80.8,12,459(-9),[西] 田所秀孝
13,14,8,13,アメイジア,牡6,57,保園翔也,1:45.9,1.1/2,433.4,14,520(-14),[地] 冨田敏男
