,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,グルームアイランド,牡5,55,吉原寛人,2:18.1,,4.8,2,540(+2),[地] 高橋俊之
1,2,2,2,バトードール,牡9,57,真島大輔,2:18.3,1,28.2,8,529(-3),[地] 川島正一
2,3,5,5,ムサシキングオー,牡7,56,笹川翼,2:18.3,クビ,2.5,1,495(+1),[地] 栗田泰昌
3,4,5,6,ドラゴンヴォイス,牡8,56,服部茂史,2:18.5,3/4,6.0,4,452(-2),[地] 福永敏
4,5,4,4,インフォーマー,牡5,55,張田昂,2:18.9,2,21.1,7,521(+6),[地] 深野塁
5,6,6,7,アウトジェネラル,牡6,56,矢野貴之,2:18.9,ハナ,5.4,3,517(+8),[地] 藤田輝信
6,7,3,3,ジャングルスマイル,牡10,56,平瀬城久,2:19.0,クビ,124.2,12,481(-6),[地] 金田一昌
7,8,8,12,パーティメーカー,牡4,54,左海誠二,2:19.7,3,38.1,9,472(+2),[地] 小久保智
8,9,8,11,カキツバタロイヤル,牡10,58,野沢憲彦,2:20.1,2,12.6,6,431(-2),[地] 函館一昭
9,10,7,10,ラッキープリンス,牡4,55,今野忠成,2:20.7,3,11.9,5,470(+8),[地] 小久保智
10,11,1,1,アスカリーブル,牝7,55,町田直希,2:20.9,1,121.6,11,480(+2),[地] 鈴木義久
11,12,6,8,トーセンジャガー,牡8,56,的場文男,2:21.2,1.1/2,89.2,10,477(-4),[地] 小久保智
