,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,シナーラ,牝6,54,赤岡修次,1:30.8,,2.9,1,438(-1),[地] 田中守
1,2,7,7,エーシンハダル,牡9,56,石本純也,1:31.3,2.1/2,15.7,6,518(+6),[地] 田中譲二
2,3,8,10,アドマイヤシャトル,牡10,56,永森大智,1:31.3,ハナ,5.6,4,478(+2),[地] 雑賀正光
3,4,5,5,メイショウフクジュ,牡5,56,佐原秀泰,1:31.4,クビ,4.3,2,495(+1),[地] 宮路洋一
4,5,1,1,ニチドウレパード,牡8,56,宮川実,1:31.4,クビ,5.2,3,514(+5),[地] 打越勇児
5,6,4,4,ロードエアフォース,牡8,56,平瀬城久,1:32.1,3,23.5,7,501(-1),[地] 雑賀正光
6,7,2,2,メイクアダッシュ,牡12,56,上田将司,1:32.1,クビ,6.6,5,476(-2),[地] 国沢輝幸
7,8,3,3,スターピューピル,牝6,51,林謙佑,1:32.2,3/4,43.8,8,472(+1),[地] 田中譲二
8,9,8,9,セトノジャーニー,牡9,56,西山裕貴,1:32.4,3/4,52.7,9,521(-6),[地] 松木啓助
9,10,7,8,コアクマ,牝5,51,松木大地,1:33.2,4,69.1,10,413(+1),[地] 雑賀秀介
