,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,サトノデートナ,牡8,57,今野忠成,1:12.5,,6.0,2,510(+4),[地] 川島正一
1,2,5,6,コウギョウダグラス,牡9,57,柏木健宏,1:12.6,クビ,28.6,8,526(+13),[地] 松浦裕之
2,3,3,3,シンキングマシーン,セ7,55,左海誠二,1:12.6,クビ,6.3,3,504(-5),[地] 小久保智
3,4,4,5,アルベルティ,牡8,55,吉原寛人,1:12.6,クビ,61.5,10,529(+4),[地] 山下貴之
4,5,7,11,ドレッドノート,セ8,55,森泰斗,1:12.7,1/2,2.0,1,474(0),[地] 橋本和馬
5,6,5,7,アルゴリズム,牡8,57,酒井忍,1:12.9,1.1/4,22.6,7,508(+11),[地] 堀千亜樹
6,7,1,1,ツルオカボルト,牡5,53,石崎駿,1:12.9,ハナ,13.3,6,525(+2),[地] 久保與造
7,8,6,9,プラチナグロース,セ6,53,山崎誠士,1:13.1,3/4,7.7,4,489(+3),[地] 佐々木仁
8,9,4,4,アイディンパワー,牡10,57,笹川翼,1:13.2,1/2,117.8,11,505(+5),[地] 米田英世
9,10,8,13,ワールドステルス,牡6,55,矢野貴之,1:13.2,アタマ,9.5,5,491(0),[地] 秋吉和美
10,11,6,8,コウユーサムライ,牡7,55,町田直希,1:13.4,3/4,39.1,9,493(-8),[地] 堀千亜樹
11,12,2,2,トレボーネ,セ8,55,本橋孝太,1:14.6,6,272.8,12,454(+3),[地] 椎名広明
12,13,8,12,エアラフォン,牡9,57,中村尚平,1:15.3,3.1/2,381.6,13,493(+9),[地] 香取和孝
