,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,マイネルセレクト,牡6,59,武豊,1:28.4,,---,2,521(+9),[西] 中村均
1,2,8,12,ノボトゥルー,牡9,59,西川敏弘,1:28.8,2,---,5,459(-1),[西] 森秀行
2,3,4,4,ロッキーアピール,牡7,57,山崎誠士,1:28.8,ハナ,---,6,481(+17),[地] 山崎尋美
3,4,5,6,ヨシノイチバンボシ,牡4,56,吉田稔,1:28.8,クビ,---,4,505(+1),[地] 錦見勇夫
4,5,6,7,ハイフレンドピュア,牡10,56,中越豊光,1:30.0,6,---,12,500(+3),[地] 谷力
5,6,8,11,ハッピーサファイア,牝5,54,明神繁正,1:30.1,3/4,---,11,472(+1),[地] 雑賀秀介
6,7,7,10,ツルマルザムライ,牡9,56,岩田康誠,1:30.3,1,---,8,469(0),[地] 曽和直栄
7,8,2,2,イブキライズアップ,牡7,56,花本正三,1:30.6,1.1/2,---,9,499(-3),[地] 宮路洋一
8,9,7,9,シーキングザダイヤ,牡4,58,横山典弘,1:31.0,2,---,1,482(+4),[西] 森秀行
9,10,3,3,マルタカサザン,牡6,56,中西達也,1:31.4,2,---,10,528(+2),[地] 炭田健二
10,11,1,1,ディバインシルバー,牡7,57,安藤勝己,1:31.7,1.1/2,---,3,497(+3),[東] 和田正道
11,12,5,5,ストロングボス,牡7,56,宮川実,1:34.0,大,---,7,532(-3),[地] 打越初男
