,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,6,テスタマッタ,牡3,56,四位洋文,1:22.8,,24.1,7,488(-2),[西] 村山明
1,2,7,13,エーシンビートロン,牡3,56,内田博幸,1:22.9,3/4,3.1,1,466(+2),[西] 西園正都
2,3,2,4,グリフィンゲート,牡3,56,田中勝春,1:23.3,2.1/2,3.3,2,486(+2),[東] 手塚貴久
3,4,4,7,サクセスオネスティ,牡3,56,北村宏司,1:23.4,1/2,3.9,3,490(0),[東] 久保田貴
4,5,1,2,ダノンアスコット,牡3,56,武豊,1:24.2,5,13.1,4,506(+8),[西] 森秀行
5,6,8,15,コスモフォース,牡3,53,伊藤工真,1:24.3,クビ,107.0,14,504(+2),[東] 稲葉隆一
6,7,6,11,マルターズブレーヴ,牡3,56,吉田隼人,1:24.8,3,75.7,12,464(-2),[東] 堀井雅広
7,8,8,16,ノアプレミアム,牡3,53,草野太郎,1:24.9,1/2,31.9,8,464(0),[東] 天間昭一
8,9,3,5,ストロングポイント,牡3,55,丸田恭介,1:25.0,1/2,378.8,16,458(0),[東] 坂本勝美
9,10,5,9,ブルーライジング,牡3,56,石橋脩,1:25.2,1.1/4,348.6,15,450(-6),[西] 作田誠二
10,11,6,12,セイウンアスラン,牡3,55,藤岡康太,1:25.2,アタマ,53.6,9,500(-4),[東] 手塚貴久
11,12,4,8,ノボレインボー,牝3,54,幸英明,1:25.4,1.1/4,60.7,11,474(-6),[東] 天間昭一
12,13,5,10,トウカイアリュール,牡3,56,安藤勝己,1:25.6,1.1/2,21.4,6,498(-2),[東] 成島英春
13,14,7,14,レグルスハート,牡3,56,柴田善臣,1:25.6,ハナ,87.9,13,488(-4),[東] 土田稔
14,15,2,3,パスピエ,牝3,54,福永祐一,1:26.6,6,58.6,10,432(+6),[西] 小崎憲
15,16,1,1,フローズンタイム,牡3,56,藤田伸二,1:27.2,3.1/2,13.4,5,490(-4),[東] 加藤征弘
