,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ラフォルジュルネ,牝3,54,田辺裕信,1:46.7,,4.7,1,444(-12),[西] 松田博資
1,2,3,5,ドリームクラフト,牡4,57,佐藤哲三,1:47.8,7,17.1,8,452(-6),[西] 佐々木晶
2,3,7,14,ヤマニンシャスール,牡3,56,田中健,1:47.9,1/2,14.7,7,466(-4),[西] 浅見秀一
3,4,2,4,ゴールドサクセス,牡5,57,荻野琢真,1:47.9,ハナ,11.5,6,460(-4),[西] 大久保龍
4,5,6,11,ソラヲカケル,牡4,57,中舘英二,1:48.0,1/2,10.4,5,498(+2),[西] 鶴留明雄
5,6,6,12,マイネルナタリス,牡3,56,丹内祐次,1:48.1,1/2,50.1,15,468(+12),[東] 松山将樹
6,7,5,9,ケージーカチボシ,牡4,57,西田雄一,1:48.2,1/2,18.6,10,544(+2),[東] 高市圭二
7,8,4,8,ミヤジシェンロン,牡3,56,太宰啓介,1:48.2,クビ,5.3,2,446(-6),[西] 川村禎彦
8,9,2,3,ベストプロジェクト,牡5,57,丸田恭介,1:48.4,1.1/4,38.6,13,498(+2),[東] 宗像義忠
9,10,4,7,シャイニーブレーヴ,牡3,56,熊沢重文,1:48.4,ハナ,28.8,12,464(+20),[西] 湯窪幸雄
10,11,3,6,スズカイルマン,牡3,56,ウィリア,1:48.5,1/2,8.1,4,496(+22),[西] 橋田満
11,12,7,13,フラッパーウィング,牝3,54,鮫島良太,1:48.5,クビ,6.7,3,458(+8),[西] 長浜博之
12,13,8,15,ヤマカツゴールド,牡4,57,松山弘平,1:48.6,1/2,17.4,9,452(-4),[西] 池添兼雄
13,14,5,10,ラガーゴールデン,牡4,57,渡辺薫彦,1:48.6,クビ,45.7,14,406(-4),[西] 清水久詞
14,15,1,2,メイショウデューイ,牡4,57,小島太一,1:48.7,1/2,22.3,11,490(0),[東] 小島太
15,16,8,16,トランブルー,牡3,56,上村洋行,1:49.8,7,50.1,16,476(+10),[東] 畠山吉宏
