,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,シンコウシーザー,セ6,56,小林俊彦,1:40.5,,---,1,508(-2),[地] 村上昌幸
1,2,5,5,メイセイユウシャ,牡7,55,阿部英俊,1:40.7,1.1/4,---,2,502(-6),[地] 佐々木修
2,3,4,4,グレートジャスパー,牡8,55,村上忍,1:40.8,1/2,---,4,443(-2),[地] 小野寺三
3,4,1,1,インターサクセス,牡7,55,菅原順,1:41.5,4,---,3,488(+5),[地] 桜田勝男
4,5,6,6,キングカイザー,牡6,55,村松学,1:42.0,3,---,5,493(-1),[地] 桜田浩三
5,6,2,2,ホワイトテンション,牡5,55,千葉淳志,1:42.0,ハナ,---,8,478(+19),[地] 桜田浩三
6,7,8,11,マイスプリームリー,牡8,55,菅原幸弘,1:42.8,5,---,9,490(+3),[地] 村上実
7,8,7,8,サマーバーミリオン,牡5,55,関本浩司,1:44.3,9,---,6,481(+11),[地] 新田守
8,9,8,10,センターキュリオス,牡5,55,大坪慎,1:47.6,大,---,7,516(+9),[地] 小西重征
9,取,3,3,ハイフレンドピュア,牡8,55,沢田盛夫,,,---,0,計不,[地] 千葉博次
10,取,7,9,セミナリオ,牡6,55,佐々木忍,,,---,0,計不,[地] 桜田勝男
