,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,グルームアイランド,牡8,56,青柳正義,1:50.0,,3.8,3,542(-1),[地] 高橋俊之
1,2,8,9,メジャーシップ,牡8,56,栗原大河,1:51.0,5,7.2,4,508(-2),[地] 佐藤茂
2,3,7,7,ムーンファースト,牡5,56,藤田弘治,1:51.0,アタマ,39.1,7,499(-9),[地] 金田一昌
3,4,1,1,メイジン,牡8,56,平瀬城久,1:51.1,1/2,3.0,1,483(+5),[地] 金田一昌
4,5,7,8,ティモシーブルー,牡5,56,田知弘久,1:51.3,1,18.4,6,482(-2),[地] 金田一昌
5,6,5,5,マイネルリボーン,牡9,57,中島龍也,1:51.4,1/2,41.1,8,476(+2),[地] 高橋俊之
6,7,3,3,ドリームズライン,牡5,56,吉田晃浩,1:52.0,3,59.4,9,474(-1),[地] 佐藤茂
7,8,8,10,イッセイイチダイ,牡7,56,葛山晃平,1:52.0,クビ,96.6,10,510(-4),[地] 佐藤茂
8,9,2,2,ヤマミダンス,牝5,54,畑中信司,1:52.0,アタマ,7.2,5,476(-2),[地] 中川雅之
9,10,4,4,ガリバルディ,牡8,56,吉原寛人,1:53.6,8,3.8,2,530(+15),[地] 金田一昌
