,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,7,パーソナルラッシュ,牡4,59,藤田伸二,1:44.9,,4.8,2,488(+1),[西] 山内研二
1,2,7,10,ジンクライシス,牡4,56,蛯名正義,1:44.9,ハナ,6.0,4,492(+12),[東] 土田稔
2,3,3,3,カイトヒルウインド,牡6,56,北村宏司,1:44.9,ハナ,12.8,6,504(-12),[東] 国枝栄
3,4,4,5,マルブツトップ,牡5,57,秋山真一,1:45.1,1.1/2,20.8,9,484(+6),[西] 加用正
4,5,2,2,ハードクリスタル,牡5,56,横山典弘,1:45.1,アタマ,3.5,1,490(+10),[西] 作田誠二
5,6,1,1,サイレントディール,牡5,57,武豊,1:45.3,1.1/4,5.1,3,524(0),[西] 池江泰郎
6,7,8,12,マチカネメニモミヨ,牡6,56,四位洋文,1:45.4,3/4,18.9,7,460(+4),[西] 伊藤雄二
7,8,6,8,エドモンダンテス,牡5,56,川島信二,1:45.6,3/4,19.5,8,464(+4),[西] 音無秀孝
8,9,5,6,ワンダーハヤブサ,牡4,56,小林徹弥,1:45.7,1/2,25.4,10,492(0),[西] 藤岡範士
9,10,7,11,ドンクール,牡3,55,熊沢重文,1:46.0,1.3/4,9.6,5,518(+22),[西] 梅内忍
10,11,6,9,モエレアドミラル,牡3,53,本田優,1:46.4,2.1/2,58.6,11,476(-2),[東] 小島太
11,12,8,13,アッパレアッパレ,牡6,58,五十嵐冬,1:46.9,3,172.0,12,484(-16),[西] 田中章博
12,13,4,4,シルバーサーベル,牡9,56,岡島玉一,1:46.9,ハナ,349.7,13,478(-4),[地] 原孝明
