,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,パレントゥチェリ,牝3,54,山本政聡,1:40.9,,3.2,2,429(-1),[地] 城地俊光
1,2,5,5,サイレントスタメン,牡8,56,高松亮,1:41.0,3/4,1.6,1,503(-1),[地] 佐藤雅彦
2,3,7,10,ワカタケ,牝6,54,山本聡哉,1:41.2,1.1/4,17.3,5,487(-5),[地] 葛西勝幸
3,4,5,6,サンバガール,牝4,54,菅原辰徳,1:41.8,4,49.1,8,428(0),[地] 瀬戸幸一
4,5,8,11,ワタリサプライズ,牝3,54,菊地康朗,1:41.8,クビ,43.6,6,410(-1),[地] 三野宮通
5,6,3,3,キーリブラ,牡6,56,大坪慎,1:42.0,3/4,17.1,4,453(-4),[地] 小西重征
6,7,7,9,ダンストンルーチェ,牝3,54,村上忍,1:42.2,1.1/2,9.1,3,465(-1),[地] 村上実
7,8,1,1,タケデンエメラルド,牝6,54,陶文峰,1:42.2,ハナ,90.4,11,431(-4),[地] 晴山厚司
8,9,6,7,テラザカサブランカ,牝4,54,関本淳,1:42.2,ハナ,44.3,7,461(-2),[地] 佐藤敏彦
9,10,8,12,ローレルレントラー,牡5,56,坂口裕一,1:42.3,クビ,244.3,12,444(+3),[地] 城地俊光
10,11,6,8,キタノスマイル,牡4,56,斉藤雄一,1:43.4,7,61.5,10,486(+1),[地] 小西重征
11,12,2,2,チャームスマイル,牝4,54,千田洋,1:43.8,2.1/2,51.3,9,432(+1),[地] 酒井仁
